iter 1250, lr: 0.2, attr_lr: 0, batch_loss: 0.63240712240793, train_err: 0.203125, grad_norm: 0.00018351626588241
iter 1673, lr: 0.2, attr_lr: 0, batch_loss: 0.63628213094425, train_err: 0.24609375, grad_norm: 0.00014766583412164
iter 1674, lr: 0.2, attr_lr: 0, batch_loss: 0.62302553924514, train_err: 0.1640625, grad_norm: 0.0001474920517636
iter 1675, lr: 0.2, attr_lr: 0, batch_loss: 0.62928733983875, train_err: 0.189453125, grad_norm: 0.00014840282030884
iter 1676, lr: 0.2, attr_lr: 0, batch_loss: 0.63370176830091, train_err: 0.205078125, grad_norm: 0.00011762902846599
iter 1677, lr: 0.2, attr_lr: 0, batch_loss: 0.63121562056717, train_err: 0.201171875, grad_norm: 0.00014354334096178
iter 1678, lr: 0.2, attr_lr: 0, batch_loss: 0.62873952827998, train_err: 0.20703125, grad_norm: 0.00014668993659637
iter 1679, lr: 0.2, attr_lr: 0, batch_loss: 0.63207249607017, train_err: 0.193359375, grad_norm: 0.00014664120548736
iter 1680, lr: 0.2, attr_lr: 0, batch_loss: 0.63064571620262, train_err: 0.19140625, grad_norm: 0.00013058080132313
iter 1681, lr: 0.2, attr_lr: 0, batch_loss: 0.6313268961437, train_err: 0.201171875, grad_norm: 0.00012381447275611
iter 1682, lr: 0.2, attr_lr: 0, batch_loss: 0.62771981739185, train_err: 0.158203125, grad_norm: 0.00014442179788211
iter 1683, lr: 0.2, attr_lr: 0, batch_loss: 0.62731347306349, train_err: 0.1953125, grad_norm: 0.0001636443671619
iter 1684, lr: 0.2, attr_lr: 0, batch_loss: 0.62701450643223, train_err: 0.1796875, grad_norm: 0.00013847671714102
iter 1685, lr: 0.2, attr_lr: 0, batch_loss: 0.62968782460806, train_err: 0.193359375, grad_norm: 0.00012587423007807
iter 1686, lr: 0.2, attr_lr: 0, batch_loss: 0.62320266461776, train_err: 0.18359375, grad_norm: 0.00017461310324115
iter 1687, lr: 0.2, attr_lr: 0, batch_loss: 0.63001983518477, train_err: 0.19921875, grad_norm: 0.00014615707430705
iter 1688, lr: 0.2, attr_lr: 0, batch_loss: 0.6294097820553, train_err: 0.212890625, grad_norm: 0.00013584734553879
iter 1689, lr: 0.2, attr_lr: 0, batch_loss: 0.63451966957742, train_err: 0.22265625, grad_norm: 0.00013491060114759
iter 1690, lr: 0.2, attr_lr: 0, batch_loss: 0.6364563160133, train_err: 0.24609375, grad_norm: 0.0001419428693124
iter 1691, lr: 0.2, attr_lr: 0, batch_loss: 0.62976595569566, train_err: 0.21484375, grad_norm: 0.00016449361521935
iter 1692, lr: 0.2, attr_lr: 0, batch_loss: 0.62957671658842, train_err: 0.169921875, grad_norm: 0.00015859396414939
iter 1693, lr: 0.2, attr_lr: 0, batch_loss: 0.6256239133046, train_err: 0.173828125, grad_norm: 0.00015760649046919
iter 1694, lr: 0.2, attr_lr: 0, batch_loss: 0.62980259542735, train_err: 0.21875, grad_norm: 0.00015731359758954
iter 1695, lr: 0.2, attr_lr: 0, batch_loss: 0.63328352723028, train_err: 0.22265625, grad_norm: 0.00013861865419527
iter 1696, lr: 0.2, attr_lr: 0, batch_loss: 0.6283066458875, train_err: 0.173828125, grad_norm: 0.00012456497362519
iter 1697, lr: 0.2, attr_lr: 0, batch_loss: 0.62782000369823, train_err: 0.216796875, grad_norm: 0.0001511909761644
iter 1698, lr: 0.2, attr_lr: 0, batch_loss: 0.63439816874662, train_err: 0.177734375, grad_norm: 0.0001373022992386
iter 1699, lr: 0.2, attr_lr: 0, batch_loss: 0.63096949918822, train_err: 0.2109375, grad_norm: 0.00014126931065046
iter 1700, lr: 0.2, attr_lr: 0, batch_loss: 0.62917470308885, train_err: 0.19140625, grad_norm: 0.00015748612181477
Testing... 
average test_loss = 0.62428830056765, average test_pred_err = 0.152
Snapshotting A_model... done
iter 1701, lr: 0.2, attr_lr: 0, batch_loss: 0.62930719446665, train_err: 0.220703125, grad_norm: 0.00015219896455206
iter 1702, lr: 0.2, attr_lr: 0, batch_loss: 0.62938633168677, train_err: 0.203125, grad_norm: 0.00015917428760813
iter 1703, lr: 0.2, attr_lr: 0, batch_loss: 0.63269263765417, train_err: 0.197265625, grad_norm: 0.0001339098154354
iter 1704, lr: 0.2, attr_lr: 0, batch_loss: 0.63260492766717, train_err: 0.201171875, grad_norm: 0.00012698812555615
iter 1705, lr: 0.2, attr_lr: 0, batch_loss: 0.62249035120384, train_err: 0.1953125, grad_norm: 0.00018130716055891
iter 1706, lr: 0.2, attr_lr: 0, batch_loss: 0.62779221096669, train_err: 0.193359375, grad_norm: 0.00015880032248983
iter 1707, lr: 0.2, attr_lr: 0, batch_loss: 0.63384136098249, train_err: 0.197265625, grad_norm: 0.0001119210954351
iter 1708, lr: 0.2, attr_lr: 0, batch_loss: 0.62904965569953, train_err: 0.19140625, grad_norm: 0.00012514325549041
iter 1709, lr: 0.2, attr_lr: 0, batch_loss: 0.62544889691426, train_err: 0.2109375, grad_norm: 0.00014767520879545
iter 1710, lr: 0.2, attr_lr: 0, batch_loss: 0.63207527087232, train_err: 0.208984375, grad_norm: 0.00013474849364712
iter 1711, lr: 0.2, attr_lr: 0, batch_loss: 0.6323296330768, train_err: 0.205078125, grad_norm: 0.00014141843819856
iter 1712, lr: 0.2, attr_lr: 0, batch_loss: 0.63247349069223, train_err: 0.228515625, grad_norm: 0.00013754836873295
iter 1713, lr: 0.2, attr_lr: 0, batch_loss: 0.62459491450996, train_err: 0.193359375, grad_norm: 0.00015246359786164
iter 1714, lr: 0.2, attr_lr: 0, batch_loss: 0.62507066196135, train_err: 0.201171875, grad_norm: 0.00016438253597609
iter 1715, lr: 0.2, attr_lr: 0, batch_loss: 0.62345300229861, train_err: 0.15234375, grad_norm: 0.00014316546943268
iter 1716, lr: 0.2, attr_lr: 0, batch_loss: 0.62999095952891, train_err: 0.205078125, grad_norm: 0.00015291296026683
iter 1717, lr: 0.2, attr_lr: 0, batch_loss: 0.63211790715396, train_err: 0.22265625, grad_norm: 0.0001453525790481
iter 1718, lr: 0.2, attr_lr: 0, batch_loss: 0.6323159356511, train_err: 0.203125, grad_norm: 0.00014109445732051
iter 1719, lr: 0.2, attr_lr: 0, batch_loss: 0.63012808594477, train_err: 0.2109375, grad_norm: 0.00013934059005458
iter 1720, lr: 0.2, attr_lr: 0, batch_loss: 0.63254150216712, train_err: 0.193359375, grad_norm: 0.00014805629051234
iter 1721, lr: 0.2, attr_lr: 0, batch_loss: 0.63124816772934, train_err: 0.21484375, grad_norm: 0.00014504997032718
iter 1722, lr: 0.2, attr_lr: 0, batch_loss: 0.63211674100586, train_err: 0.20703125, grad_norm: 0.00013046177759771
iter 1723, lr: 0.2, attr_lr: 0, batch_loss: 0.62539650103594, train_err: 0.1484375, grad_norm: 0.00015578984806423
iter 1724, lr: 0.2, attr_lr: 0, batch_loss: 0.63096547963168, train_err: 0.203125, grad_norm: 0.00013033218474351
iter 1725, lr: 0.2, attr_lr: 0, batch_loss: 0.63166401462276, train_err: 0.193359375, grad_norm: 0.00011446444657575
iter 1726, lr: 0.2, attr_lr: 0, batch_loss: 0.63173669536009, train_err: 0.224609375, grad_norm: 0.00015462750225986
iter 1727, lr: 0.2, attr_lr: 0, batch_loss: 0.62726490575439, train_err: 0.16796875, grad_norm: 0.0001408151789913
iter 1728, lr: 0.2, attr_lr: 0, batch_loss: 0.6367774746705, train_err: 0.216796875, grad_norm: 0.00012794317554618
iter 1729, lr: 0.2, attr_lr: 0, batch_loss: 0.63356462635701, train_err: 0.189453125, grad_norm: 0.00011454905034581
iter 1730, lr: 0.2, attr_lr: 0, batch_loss: 0.62771101613599, train_err: 0.181640625, grad_norm: 0.00013790888458677
iter 1731, lr: 0.2, attr_lr: 0, batch_loss: 0.63262186230291, train_err: 0.19140625, grad_norm: 0.00011435703360232
iter 1732, lr: 0.2, attr_lr: 0, batch_loss: 0.63052601760049, train_err: 0.22265625, grad_norm: 0.00014261889708436
iter 1733, lr: 0.2, attr_lr: 0, batch_loss: 0.63141088516504, train_err: 0.228515625, grad_norm: 0.0001345237969635
iter 1734, lr: 0.2, attr_lr: 0, batch_loss: 0.62974792655882, train_err: 0.19140625, grad_norm: 0.0001521125374983
iter 1735, lr: 0.2, attr_lr: 0, batch_loss: 0.63275243401283, train_err: 0.20703125, grad_norm: 0.0001188901709781
iter 1736, lr: 0.2, attr_lr: 0, batch_loss: 0.62760395577162, train_err: 0.205078125, grad_norm: 0.00013806804020118
iter 1737, lr: 0.2, attr_lr: 0, batch_loss: 0.63292584820814, train_err: 0.208984375, grad_norm: 0.00013989952968931
iter 1738, lr: 0.2, attr_lr: 0, batch_loss: 0.63477123367438, train_err: 0.22265625, grad_norm: 0.00011438852029061
iter 1739, lr: 0.2, attr_lr: 0, batch_loss: 0.6238840932509, train_err: 0.18359375, grad_norm: 0.00016693351227201
iter 1740, lr: 0.2, attr_lr: 0, batch_loss: 0.63106420113084, train_err: 0.18359375, grad_norm: 0.00014039525282981
iter 1741, lr: 0.2, attr_lr: 0, batch_loss: 0.62907742423539, train_err: 0.181640625, grad_norm: 0.00012894270844791
iter 1742, lr: 0.2, attr_lr: 0, batch_loss: 0.62557406491552, train_err: 0.17578125, grad_norm: 0.00015526746303806
iter 1743, lr: 0.2, attr_lr: 0, batch_loss: 0.62152539205694, train_err: 0.19140625, grad_norm: 0.00016989904506932
iter 1744, lr: 0.2, attr_lr: 0, batch_loss: 0.63123654221794, train_err: 0.212890625, grad_norm: 0.00014980214384644
iter 1745, lr: 0.2, attr_lr: 0, batch_loss: 0.63331887826436, train_err: 0.208984375, grad_norm: 0.00015437347919803
iter 1746, lr: 0.2, attr_lr: 0, batch_loss: 0.63667660365101, train_err: 0.22265625, grad_norm: 0.00012218391905663
iter 1747, lr: 0.2, attr_lr: 0, batch_loss: 0.63211730644864, train_err: 0.19921875, grad_norm: 0.00013262805364742
iter 1748, lr: 0.2, attr_lr: 0, batch_loss: 0.62958834876953, train_err: 0.1875, grad_norm: 0.00013136837758285
iter 1749, lr: 0.2, attr_lr: 0, batch_loss: 0.62644606353784, train_err: 0.173828125, grad_norm: 0.00013367484495901
iter 1750, lr: 0.2, attr_lr: 0, batch_loss: 0.63142525805088, train_err: 0.2109375, grad_norm: 0.00014745893751258
Testing... 
average test_loss = 0.62775872678271, average test_pred_err = 0.181
iter 1751, lr: 0.2, attr_lr: 0, batch_loss: 0.63202751107953, train_err: 0.19140625, grad_norm: 0.00012785232812003
iter 1752, lr: 0.2, attr_lr: 0, batch_loss: 0.62637801332382, train_err: 0.19921875, grad_norm: 0.00013983103453769
iter 1753, lr: 0.2, attr_lr: 0, batch_loss: 0.62630151602598, train_err: 0.20703125, grad_norm: 0.00015008305393435
iter 1754, lr: 0.2, attr_lr: 0, batch_loss: 0.63531364829708, train_err: 0.208984375, grad_norm: 0.00012951603910715
iter 1755, lr: 0.2, attr_lr: 0, batch_loss: 0.62966969365377, train_err: 0.19921875, grad_norm: 0.00013381887873335
iter 1756, lr: 0.2, attr_lr: 0, batch_loss: 0.63583938417706, train_err: 0.236328125, grad_norm: 9.1513990918296e-05
iter 1757, lr: 0.2, attr_lr: 0, batch_loss: 0.6266078405455, train_err: 0.193359375, grad_norm: 0.00013727897989365
iter 1758, lr: 0.2, attr_lr: 0, batch_loss: 0.63569167855803, train_err: 0.232421875, grad_norm: 0.00013206104210325
iter 1759, lr: 0.2, attr_lr: 0, batch_loss: 0.63177397875746, train_err: 0.23046875, grad_norm: 0.00013996694512328
iter 1760, lr: 0.2, attr_lr: 0, batch_loss: 0.62545684441276, train_err: 0.19140625, grad_norm: 0.00015212975345485
iter 1761, lr: 0.2, attr_lr: 0, batch_loss: 0.63192082151909, train_err: 0.197265625, grad_norm: 0.00013964408802291
iter 1762, lr: 0.2, attr_lr: 0, batch_loss: 0.63213882039718, train_err: 0.212890625, grad_norm: 0.00011632428848067
iter 1763, lr: 0.2, attr_lr: 0, batch_loss: 0.63119232403977, train_err: 0.203125, grad_norm: 0.00015789321596369
iter 1764, lr: 0.2, attr_lr: 0, batch_loss: 0.63296899300701, train_err: 0.21484375, grad_norm: 0.0001101793419199
iter 1765, lr: 0.2, attr_lr: 0, batch_loss: 0.62321835474306, train_err: 0.19140625, grad_norm: 0.00015938733203316
iter 1766, lr: 0.2, attr_lr: 0, batch_loss: 0.63123998444744, train_err: 0.212890625, grad_norm: 0.00014175408055601
iter 1767, lr: 0.2, attr_lr: 0, batch_loss: 0.63306534356313, train_err: 0.208984375, grad_norm: 0.00012429067663897
iter 1768, lr: 0.2, attr_lr: 0, batch_loss: 0.6236152672691, train_err: 0.181640625, grad_norm: 0.00014493187930679
iter 1769, lr: 0.2, attr_lr: 0, batch_loss: 0.63528881804546, train_err: 0.201171875, grad_norm: 0.00011724201707836
iter 1770, lr: 0.2, attr_lr: 0, batch_loss: 0.63125235021387, train_err: 0.205078125, grad_norm: 0.00013332995637905
iter 1771, lr: 0.2, attr_lr: 0, batch_loss: 0.63612417138405, train_err: 0.201171875, grad_norm: 0.00011322444497896
iter 1772, lr: 0.2, attr_lr: 0, batch_loss: 0.6348055259486, train_err: 0.2109375, grad_norm: 0.00014081857980944
iter 1773, lr: 0.2, attr_lr: 0, batch_loss: 0.62397948630196, train_err: 0.193359375, grad_norm: 0.00015006821474408
iter 1774, lr: 0.2, attr_lr: 0, batch_loss: 0.63028033613487, train_err: 0.177734375, grad_norm: 0.00012293116563531
iter 1775, lr: 0.2, attr_lr: 0, batch_loss: 0.62740072175621, train_err: 0.1796875, grad_norm: 0.00013070222462986
iter 1776, lr: 0.2, attr_lr: 0, batch_loss: 0.63076712631656, train_err: 0.21875, grad_norm: 0.0001679032689707
iter 1777, lr: 0.2, attr_lr: 0, batch_loss: 0.63146276902285, train_err: 0.1953125, grad_norm: 0.000117612242187
iter 1778, lr: 0.2, attr_lr: 0, batch_loss: 0.63333937924765, train_err: 0.185546875, grad_norm: 0.00010809886469304
iter 1779, lr: 0.2, attr_lr: 0, batch_loss: 0.62836235983099, train_err: 0.1875, grad_norm: 0.00012368109191804
iter 1780, lr: 0.2, attr_lr: 0, batch_loss: 0.62480265388611, train_err: 0.18359375, grad_norm: 0.00014589252731212
iter 1781, lr: 0.2, attr_lr: 0, batch_loss: 0.62745351250117, train_err: 0.201171875, grad_norm: 0.00016493710264131
iter 1782, lr: 0.2, attr_lr: 0, batch_loss: 0.62588355153817, train_err: 0.158203125, grad_norm: 0.00014766370765305
iter 1783, lr: 0.2, attr_lr: 0, batch_loss: 0.63166778992818, train_err: 0.23046875, grad_norm: 0.00013794925920519
iter 1784, lr: 0.2, attr_lr: 0, batch_loss: 0.63201994246294, train_err: 0.20703125, grad_norm: 0.0001408869502192
iter 1785, lr: 0.2, attr_lr: 0, batch_loss: 0.63375384954673, train_err: 0.216796875, grad_norm: 0.00013371347144956
iter 1786, lr: 0.2, attr_lr: 0, batch_loss: 0.63423881591088, train_err: 0.240234375, grad_norm: 0.0001196265848138
iter 1787, lr: 0.2, attr_lr: 0, batch_loss: 0.63158812961942, train_err: 0.208984375, grad_norm: 0.00013505143066102
iter 1788, lr: 0.2, attr_lr: 0, batch_loss: 0.63360133701782, train_err: 0.203125, grad_norm: 0.00012294698734142
iter 1789, lr: 0.2, attr_lr: 0, batch_loss: 0.62359502063105, train_err: 0.166015625, grad_norm: 0.0001666047921595
iter 1790, lr: 0.2, attr_lr: 0, batch_loss: 0.62669784053438, train_err: 0.19140625, grad_norm: 0.00014109575165234
iter 1791, lr: 0.2, attr_lr: 0, batch_loss: 0.6331904805686, train_err: 0.19140625, grad_norm: 9.3922629644007e-05
iter 1792, lr: 0.2, attr_lr: 0, batch_loss: 0.63245026264265, train_err: 0.228515625, grad_norm: 0.00015160035501822
iter 1793, lr: 0.2, attr_lr: 0, batch_loss: 0.63013748012294, train_err: 0.171875, grad_norm: 0.00012964047106534
iter 1794, lr: 0.2, attr_lr: 0, batch_loss: 0.62331634310176, train_err: 0.201171875, grad_norm: 0.00015815900505954
iter 1795, lr: 0.2, attr_lr: 0, batch_loss: 0.62997166980503, train_err: 0.201171875, grad_norm: 0.00014060706234232
iter 1796, lr: 0.2, attr_lr: 0, batch_loss: 0.63020828294386, train_err: 0.177734375, grad_norm: 9.7679116058282e-05
iter 1797, lr: 0.2, attr_lr: 0, batch_loss: 0.62464193284984, train_err: 0.208984375, grad_norm: 0.00018279514241956
iter 1798, lr: 0.2, attr_lr: 0, batch_loss: 0.63513532604113, train_err: 0.1953125, grad_norm: 0.00012100269357494
iter 1799, lr: 0.2, attr_lr: 0, batch_loss: 0.63303339057187, train_err: 0.205078125, grad_norm: 0.00011410108591889
iter 1800, lr: 0.2, attr_lr: 0, batch_loss: 0.63437939847503, train_err: 0.216796875, grad_norm: 0.00012716542555352
Testing... 
average test_loss = 0.62652737690332, average test_pred_err = 0.178
Snapshotting A_model... done
iter 1801, lr: 0.2, attr_lr: 0, batch_loss: 0.62870529297705, train_err: 0.201171875, grad_norm: 0.0001286514461384
iter 1802, lr: 0.2, attr_lr: 0, batch_loss: 0.62712457165874, train_err: 0.16796875, grad_norm: 0.00013413677312615
iter 1803, lr: 0.2, attr_lr: 0, batch_loss: 0.6284448189814, train_err: 0.208984375, grad_norm: 0.00014735281502794
iter 1804, lr: 0.2, attr_lr: 0, batch_loss: 0.63571013567648, train_err: 0.203125, grad_norm: 0.00010508851262248
iter 1805, lr: 0.2, attr_lr: 0, batch_loss: 0.62630354415977, train_err: 0.197265625, grad_norm: 0.00015330506183802
iter 1806, lr: 0.2, attr_lr: 0, batch_loss: 0.62759898825151, train_err: 0.2109375, grad_norm: 0.00014868284968465
iter 1807, lr: 0.2, attr_lr: 0, batch_loss: 0.62781137562682, train_err: 0.2265625, grad_norm: 0.00014746322156193
iter 1808, lr: 0.2, attr_lr: 0, batch_loss: 0.62851491548704, train_err: 0.20703125, grad_norm: 0.00016117850805575
iter 1809, lr: 0.2, attr_lr: 0, batch_loss: 0.63054911077057, train_err: 0.205078125, grad_norm: 0.00013294333577549
iter 1810, lr: 0.2, attr_lr: 0, batch_loss: 0.63618434500695, train_err: 0.234375, grad_norm: 0.00012673641579954
iter 1811, lr: 0.2, attr_lr: 0, batch_loss: 0.62381672917337, train_err: 0.234375, grad_norm: 0.00016380151962037
iter 1812, lr: 0.2, attr_lr: 0, batch_loss: 0.62684330942373, train_err: 0.1875, grad_norm: 0.00011688117051719
iter 1813, lr: 0.2, attr_lr: 0, batch_loss: 0.62987639655897, train_err: 0.216796875, grad_norm: 0.00012982571022706
iter 1814, lr: 0.2, attr_lr: 0, batch_loss: 0.6347293195667, train_err: 0.21875, grad_norm: 0.00011794801628031
iter 1815, lr: 0.2, attr_lr: 0, batch_loss: 0.62723758585107, train_err: 0.201171875, grad_norm: 0.00013157962485621
iter 1816, lr: 0.2, attr_lr: 0, batch_loss: 0.63575465518503, train_err: 0.248046875, grad_norm: 0.00013690530718336
iter 1817, lr: 0.2, attr_lr: 0, batch_loss: 0.63199444043524, train_err: 0.189453125, grad_norm: 0.00010976511208033
iter 1818, lr: 0.2, attr_lr: 0, batch_loss: 0.62801948814595, train_err: 0.1875, grad_norm: 0.00013202122038554
iter 1819, lr: 0.2, attr_lr: 0, batch_loss: 0.62554066302052, train_err: 0.18359375, grad_norm: 0.00014029681393438
iter 1820, lr: 0.2, attr_lr: 0, batch_loss: 0.63261243279984, train_err: 0.240234375, grad_norm: 0.00013594450865635
iter 1821, lr: 0.2, attr_lr: 0, batch_loss: 0.63035795326425, train_err: 0.21875, grad_norm: 0.00015337545138438
iter 1822, lr: 0.2, attr_lr: 0, batch_loss: 0.6257248704215, train_err: 0.166015625, grad_norm: 0.00013562846007351
iter 1823, lr: 0.2, attr_lr: 0, batch_loss: 0.63248389702623, train_err: 0.21484375, grad_norm: 0.00012601840576255
iter 1824, lr: 0.2, attr_lr: 0, batch_loss: 0.63266131938362, train_err: 0.2265625, grad_norm: 0.00011056263730184
iter 1825, lr: 0.2, attr_lr: 0, batch_loss: 0.62960610653318, train_err: 0.201171875, grad_norm: 0.00012657010236199
iter 1826, lr: 0.2, attr_lr: 0, batch_loss: 0.63388626560947, train_err: 0.216796875, grad_norm: 0.00010840820232786
iter 1827, lr: 0.2, attr_lr: 0, batch_loss: 0.62773238894542, train_err: 0.181640625, grad_norm: 0.00013430895230198
iter 1828, lr: 0.2, attr_lr: 0, batch_loss: 0.6317340311615, train_err: 0.201171875, grad_norm: 0.00013262409072904
iter 1829, lr: 0.2, attr_lr: 0, batch_loss: 0.62315231286759, train_err: 0.158203125, grad_norm: 0.00013893299382634
iter 1830, lr: 0.2, attr_lr: 0, batch_loss: 0.63763823384087, train_err: 0.193359375, grad_norm: 9.2799821145422e-05
iter 1831, lr: 0.2, attr_lr: 0, batch_loss: 0.63243917041832, train_err: 0.2265625, grad_norm: 0.00012645928471031
iter 1832, lr: 0.2, attr_lr: 0, batch_loss: 0.62913175772303, train_err: 0.1796875, grad_norm: 0.00013811042331206
iter 1833, lr: 0.2, attr_lr: 0, batch_loss: 0.63119258811247, train_err: 0.185546875, grad_norm: 0.00013188524639961
iter 1834, lr: 0.2, attr_lr: 0, batch_loss: 0.6301824990608, train_err: 0.177734375, grad_norm: 0.00013858436175456
iter 1835, lr: 0.2, attr_lr: 0, batch_loss: 0.62446022945903, train_err: 0.197265625, grad_norm: 0.00014712127038749
iter 1836, lr: 0.2, attr_lr: 0, batch_loss: 0.62844737793887, train_err: 0.20703125, grad_norm: 0.00013002176288093
iter 1837, lr: 0.2, attr_lr: 0, batch_loss: 0.62973705631076, train_err: 0.162109375, grad_norm: 0.00011722835867619
iter 1838, lr: 0.2, attr_lr: 0, batch_loss: 0.62795622515525, train_err: 0.220703125, grad_norm: 0.00013905630131564
iter 1839, lr: 0.2, attr_lr: 0, batch_loss: 0.63371698169184, train_err: 0.20703125, grad_norm: 0.00012974957859139
iter 1840, lr: 0.2, attr_lr: 0, batch_loss: 0.63016607830551, train_err: 0.173828125, grad_norm: 0.00011349132790813
iter 1841, lr: 0.2, attr_lr: 0, batch_loss: 0.62637042711156, train_err: 0.18359375, grad_norm: 0.00012524460324089
iter 1842, lr: 0.2, attr_lr: 0, batch_loss: 0.62804267406027, train_err: 0.201171875, grad_norm: 0.00015187364590169
iter 1843, lr: 0.2, attr_lr: 0, batch_loss: 0.63125991214463, train_err: 0.20703125, grad_norm: 0.00014510540736929
iter 1844, lr: 0.2, attr_lr: 0, batch_loss: 0.63117720423547, train_err: 0.2265625, grad_norm: 0.00012732817205966
iter 1845, lr: 0.2, attr_lr: 0, batch_loss: 0.62700854852858, train_err: 0.197265625, grad_norm: 0.00013208106486173
iter 1846, lr: 0.2, attr_lr: 0, batch_loss: 0.62669353092751, train_err: 0.205078125, grad_norm: 0.00014663875130115
iter 1847, lr: 0.2, attr_lr: 0, batch_loss: 0.63483009187316, train_err: 0.220703125, grad_norm: 0.00012672628913627
iter 1848, lr: 0.2, attr_lr: 0, batch_loss: 0.62564922300649, train_err: 0.17578125, grad_norm: 0.00014131379310418
iter 1849, lr: 0.2, attr_lr: 0, batch_loss: 0.63524368075034, train_err: 0.2265625, grad_norm: 0.00010781293359544
iter 1850, lr: 0.2, attr_lr: 0, batch_loss: 0.62967206108815, train_err: 0.197265625, grad_norm: 0.00013427854306326
Testing... 
average test_loss = 0.62395607277227, average test_pred_err = 0.179
iter 1851, lr: 0.2, attr_lr: 0, batch_loss: 0.63384437570837, train_err: 0.21484375, grad_norm: 0.00011206041879633
iter 1852, lr: 0.2, attr_lr: 0, batch_loss: 0.62930793646578, train_err: 0.185546875, grad_norm: 0.00010283080152414
iter 1853, lr: 0.2, attr_lr: 0, batch_loss: 0.63226252215799, train_err: 0.2109375, grad_norm: 0.0001264356557277
iter 1854, lr: 0.2, attr_lr: 0, batch_loss: 0.63161545226172, train_err: 0.197265625, grad_norm: 0.00012048107054867
iter 1855, lr: 0.2, attr_lr: 0, batch_loss: 0.62688698961849, train_err: 0.189453125, grad_norm: 0.00014126851856867
iter 1856, lr: 0.2, attr_lr: 0, batch_loss: 0.63217602487194, train_err: 0.205078125, grad_norm: 0.00010928416281352
iter 1857, lr: 0.2, attr_lr: 0, batch_loss: 0.62955491615073, train_err: 0.2109375, grad_norm: 0.00012645962640995
iter 1858, lr: 0.2, attr_lr: 0, batch_loss: 0.63109746161389, train_err: 0.189453125, grad_norm: 0.00011717196200829
iter 1859, lr: 0.2, attr_lr: 0, batch_loss: 0.62643793542326, train_err: 0.193359375, grad_norm: 0.00013670826164394
iter 1860, lr: 0.2, attr_lr: 0, batch_loss: 0.63301461316836, train_err: 0.212890625, grad_norm: 9.902035724338e-05
iter 1861, lr: 0.2, attr_lr: 0, batch_loss: 0.63143601592099, train_err: 0.22265625, grad_norm: 0.00012267347417314
iter 1862, lr: 0.2, attr_lr: 0, batch_loss: 0.6309706940873, train_err: 0.208984375, grad_norm: 0.0001336911663
iter 1863, lr: 0.2, attr_lr: 0, batch_loss: 0.63134590298843, train_err: 0.2109375, grad_norm: 0.00012837694705839
iter 1864, lr: 0.2, attr_lr: 0, batch_loss: 0.6353196330583, train_err: 0.208984375, grad_norm: 0.00011243033448421
iter 1865, lr: 0.2, attr_lr: 0, batch_loss: 0.62344533153187, train_err: 0.1796875, grad_norm: 0.00015433437160877
iter 1866, lr: 0.2, attr_lr: 0, batch_loss: 0.63011085528014, train_err: 0.18359375, grad_norm: 0.00012988640057855
iter 1867, lr: 0.2, attr_lr: 0, batch_loss: 0.63212736470894, train_err: 0.203125, grad_norm: 0.00012438597132673
iter 1868, lr: 0.2, attr_lr: 0, batch_loss: 0.62907762176964, train_err: 0.201171875, grad_norm: 0.00013372896700032
iter 1869, lr: 0.2, attr_lr: 0, batch_loss: 0.6331180479095, train_err: 0.197265625, grad_norm: 0.00011192415464727
iter 1870, lr: 0.2, attr_lr: 0, batch_loss: 0.62793448206596, train_err: 0.203125, grad_norm: 0.00013247775620999
iter 1871, lr: 0.2, attr_lr: 0, batch_loss: 0.63365443659959, train_err: 0.19921875, grad_norm: 0.00011477169581114
iter 1872, lr: 0.2, attr_lr: 0, batch_loss: 0.62918088882615, train_err: 0.169921875, grad_norm: 0.00011219860671242
iter 1873, lr: 0.2, attr_lr: 0, batch_loss: 0.63491963323789, train_err: 0.224609375, grad_norm: 0.00012686138760054
iter 1874, lr: 0.2, attr_lr: 0, batch_loss: 0.63233218930923, train_err: 0.1875, grad_norm: 0.00010929233876381
iter 1875, lr: 0.2, attr_lr: 0, batch_loss: 0.62612745192995, train_err: 0.185546875, grad_norm: 0.00014211929607343
iter 1876, lr: 0.2, attr_lr: 0, batch_loss: 0.62891074619386, train_err: 0.171875, grad_norm: 0.00011391525047366
iter 1877, lr: 0.2, attr_lr: 0, batch_loss: 0.63091621898714, train_err: 0.2109375, grad_norm: 0.00013092681949362
iter 1878, lr: 0.2, attr_lr: 0, batch_loss: 0.63222811994374, train_err: 0.205078125, grad_norm: 0.00011229750277727
iter 1879, lr: 0.2, attr_lr: 0, batch_loss: 0.63405663816408, train_err: 0.19921875, grad_norm: 0.0001272372532244
iter 1880, lr: 0.2, attr_lr: 0, batch_loss: 0.62916319383783, train_err: 0.21484375, grad_norm: 0.00014802514334935
iter 1881, lr: 0.2, attr_lr: 0, batch_loss: 0.62359221486915, train_err: 0.189453125, grad_norm: 0.00014501999844267
iter 1882, lr: 0.2, attr_lr: 0, batch_loss: 0.6292455377959, train_err: 0.20703125, grad_norm: 0.00013610732693124
iter 1883, lr: 0.2, attr_lr: 0, batch_loss: 0.63133262704513, train_err: 0.1953125, grad_norm: 0.0001253202509529
iter 1884, lr: 0.2, attr_lr: 0, batch_loss: 0.63070616135985, train_err: 0.212890625, grad_norm: 0.00011554039403777
