Loading pretrained model... done
Testing... average test_loss = 6.8737384969377, average test_pred_err = 0.456
Iteration no. 1, lr = 2, attribute lr =0.02, average batch_loss = 8.2180102632527, Training Error = 0.494140625
Iteration no. 254, lr = 0.98, attribute lr =0.02, average batch_loss = 0.53718980017198, Training Error = 0.25390625
Iteration no. 255, lr = 0.98, attribute lr =0.02, average batch_loss = 0.52713211119451, Training Error = 0.26953125
Iteration no. 256, lr = 0.98, attribute lr =0.02, average batch_loss = 0.54513871563317, Training Error = 0.291015625
Iteration no. 257, lr = 0.98, attribute lr =0.02, average batch_loss = 0.54765280378723, Training Error = 0.302734375
Iteration no. 258, lr = 0.98, attribute lr =0.02, average batch_loss = 0.54715469231493, Training Error = 0.283203125
Iteration no. 259, lr = 0.98, attribute lr =0.02, average batch_loss = 0.55144883191096, Training Error = 0.298828125
Iteration no. 260, lr = 0.98, attribute lr =0.02, average batch_loss = 0.54525735029926, Training Error = 0.279296875
Iteration no. 261, lr = 0.98, attribute lr =0.02, average batch_loss = 0.51024266206742, Training Error = 0.265625
Iteration no. 262, lr = 0.98, attribute lr =0.02, average batch_loss = 0.51700303806183, Training Error = 0.259765625
Iteration no. 263, lr = 0.98, attribute lr =0.02, average batch_loss = 0.57346517187487, Training Error = 0.3046875
Iteration no. 264, lr = 0.98, attribute lr =0.02, average batch_loss = 0.54985736186064, Training Error = 0.283203125
Iteration no. 265, lr = 0.98, attribute lr =0.02, average batch_loss = 0.52132735722889, Training Error = 0.2421875
Iteration no. 266, lr = 0.98, attribute lr =0.02, average batch_loss = 0.52173905336756, Training Error = 0.263671875
Iteration no. 267, lr = 0.98, attribute lr =0.02, average batch_loss = 0.55087286598443, Training Error = 0.296875
Iteration no. 268, lr = 0.98, attribute lr =0.02, average batch_loss = 0.50293346246923, Training Error = 0.25
Iteration no. 269, lr = 0.98, attribute lr =0.02, average batch_loss = 0.55718196769364, Training Error = 0.271484375
Iteration no. 270, lr = 0.98, attribute lr =0.02, average batch_loss = 0.56627016381973, Training Error = 0.31640625
Iteration no. 271, lr = 0.98, attribute lr =0.02, average batch_loss = 0.57158966677209, Training Error = 0.314453125
Iteration no. 272, lr = 0.98, attribute lr =0.02, average batch_loss = 0.54754205307693, Training Error = 0.28515625
Iteration no. 273, lr = 0.98, attribute lr =0.02, average batch_loss = 0.54387683840215, Training Error = 0.29296875
Iteration no. 274, lr = 0.98, attribute lr =0.02, average batch_loss = 0.52275510568483, Training Error = 0.251953125
Iteration no. 275, lr = 0.98, attribute lr =0.02, average batch_loss = 0.56348571458691, Training Error = 0.30078125
Iteration no. 276, lr = 0.98, attribute lr =0.02, average batch_loss = 0.52520941651079, Training Error = 0.279296875
Iteration no. 277, lr = 0.98, attribute lr =0.02, average batch_loss = 0.50310670956411, Training Error = 0.248046875
Iteration no. 278, lr = 0.98, attribute lr =0.02, average batch_loss = 0.5154131179908, Training Error = 0.25390625
Iteration no. 279, lr = 0.98, attribute lr =0.02, average batch_loss = 0.5330191876451, Training Error = 0.2890625
Iteration no. 280, lr = 0.98, attribute lr =0.02, average batch_loss = 0.52437476792766, Training Error = 0.275390625
Iteration no. 281, lr = 0.98, attribute lr =0.02, average batch_loss = 0.51885919231045, Training Error = 0.267578125
Iteration no. 282, lr = 0.98, attribute lr =0.02, average batch_loss = 0.51832975974266, Training Error = 0.255859375
Iteration no. 283, lr = 0.98, attribute lr =0.02, average batch_loss = 0.49517597212272, Training Error = 0.23046875
Iteration no. 284, lr = 0.98, attribute lr =0.02, average batch_loss = 0.46061862099103, Training Error = 0.22265625
Iteration no. 285, lr = 0.98, attribute lr =0.02, average batch_loss = 0.52303481542344, Training Error = 0.248046875
Iteration no. 286, lr = 0.98, attribute lr =0.02, average batch_loss = 0.52118973884372, Training Error = 0.27734375
Iteration no. 287, lr = 0.98, attribute lr =0.02, average batch_loss = 0.53206509752675, Training Error = 0.267578125
Iteration no. 288, lr = 0.98, attribute lr =0.02, average batch_loss = 0.53242104551802, Training Error = 0.283203125
Iteration no. 289, lr = 0.98, attribute lr =0.02, average batch_loss = 0.53114695557048, Training Error = 0.302734375
Iteration no. 290, lr = 0.98, attribute lr =0.02, average batch_loss = 0.53374627590176, Training Error = 0.283203125
Iteration no. 291, lr = 0.98, attribute lr =0.02, average batch_loss = 0.5122882107346, Training Error = 0.28515625
Iteration no. 292, lr = 0.98, attribute lr =0.02, average batch_loss = 0.529802148894, Training Error = 0.2578125
Iteration no. 293, lr = 0.98, attribute lr =0.02, average batch_loss = 0.51470028824778, Training Error = 0.25
Iteration no. 294, lr = 0.98, attribute lr =0.02, average batch_loss = 0.55809574924671, Training Error = 0.30078125
Iteration no. 295, lr = 0.98, attribute lr =0.02, average batch_loss = 0.5289781453859, Training Error = 0.26953125
Iteration no. 296, lr = 0.98, attribute lr =0.02, average batch_loss = 0.53234968427692, Training Error = 0.267578125
Iteration no. 297, lr = 0.98, attribute lr =0.02, average batch_loss = 0.52626155838854, Training Error = 0.279296875
Iteration no. 298, lr = 0.98, attribute lr =0.02, average batch_loss = 0.52358818434998, Training Error = 0.259765625
Iteration no. 299, lr = 0.98, attribute lr =0.02, average batch_loss = 0.53975327116549, Training Error = 0.275390625
Iteration no. 300, lr = 0.98, attribute lr =0.02, average batch_loss = 0.56286303746788, Training Error = 0.28515625
Testing... average test_loss = 0.80550270308347, average test_pred_err = 0.446
Snapshotting C_model... done
Iteration no. 301, lr = 0.686, attribute lr =0.02, average batch_loss = 0.53025626283354, Training Error = 0.279296875
Iteration no. 302, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50542248412426, Training Error = 0.244140625
Iteration no. 303, lr = 0.686, attribute lr =0.02, average batch_loss = 0.53180464849818, Training Error = 0.291015625
Iteration no. 304, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50993552321366, Training Error = 0.244140625
Iteration no. 305, lr = 0.686, attribute lr =0.02, average batch_loss = 0.5099468475166, Training Error = 0.263671875
Iteration no. 306, lr = 0.686, attribute lr =0.02, average batch_loss = 0.5190342458439, Training Error = 0.27734375
Iteration no. 307, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51779223871829, Training Error = 0.25390625
Iteration no. 308, lr = 0.686, attribute lr =0.02, average batch_loss = 0.54484530894244, Training Error = 0.296875
Iteration no. 309, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50716482578879, Training Error = 0.23828125
Iteration no. 310, lr = 0.686, attribute lr =0.02, average batch_loss = 0.53191323871251, Training Error = 0.271484375
Iteration no. 311, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51121801366775, Training Error = 0.259765625
Iteration no. 312, lr = 0.686, attribute lr =0.02, average batch_loss = 0.49093103643334, Training Error = 0.2421875
Iteration no. 313, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50937117659352, Training Error = 0.26171875
Iteration no. 314, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50394512488569, Training Error = 0.25
Iteration no. 315, lr = 0.686, attribute lr =0.02, average batch_loss = 0.53004247886596, Training Error = 0.275390625
Iteration no. 316, lr = 0.686, attribute lr =0.02, average batch_loss = 0.55666717749741, Training Error = 0.279296875
Iteration no. 317, lr = 0.686, attribute lr =0.02, average batch_loss = 0.53573616813814, Training Error = 0.265625
Iteration no. 318, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51974922826638, Training Error = 0.248046875
Iteration no. 319, lr = 0.686, attribute lr =0.02, average batch_loss = 0.5307964787482, Training Error = 0.26953125
Iteration no. 320, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50353322666426, Training Error = 0.251953125
Iteration no. 321, lr = 0.686, attribute lr =0.02, average batch_loss = 0.49615388571324, Training Error = 0.244140625
Iteration no. 322, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50214339995804, Training Error = 0.263671875
Iteration no. 323, lr = 0.686, attribute lr =0.02, average batch_loss = 0.47977505894273, Training Error = 0.23828125
Iteration no. 324, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50533422536602, Training Error = 0.251953125
Iteration no. 325, lr = 0.686, attribute lr =0.02, average batch_loss = 0.49678297025481, Training Error = 0.248046875
Iteration no. 326, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51001416130066, Training Error = 0.26171875
Iteration no. 327, lr = 0.686, attribute lr =0.02, average batch_loss = 0.5026643594038, Training Error = 0.25
Iteration no. 328, lr = 0.686, attribute lr =0.02, average batch_loss = 0.54347263164101, Training Error = 0.279296875
Iteration no. 329, lr = 0.686, attribute lr =0.02, average batch_loss = 0.53196246455041, Training Error = 0.28125
Iteration no. 330, lr = 0.686, attribute lr =0.02, average batch_loss = 0.52683276990555, Training Error = 0.27734375
Iteration no. 331, lr = 0.686, attribute lr =0.02, average batch_loss = 0.5313917814675, Training Error = 0.2890625
Iteration no. 332, lr = 0.686, attribute lr =0.02, average batch_loss = 0.55261678733789, Training Error = 0.302734375
Iteration no. 333, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51443313132893, Training Error = 0.28515625
Iteration no. 334, lr = 0.686, attribute lr =0.02, average batch_loss = 0.49000045116476, Training Error = 0.228515625
Iteration no. 335, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50757400139797, Training Error = 0.25
Iteration no. 336, lr = 0.686, attribute lr =0.02, average batch_loss = 0.4875962502809, Training Error = 0.2421875
Iteration no. 337, lr = 0.686, attribute lr =0.02, average batch_loss = 0.53819701134682, Training Error = 0.2734375
Iteration no. 338, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51112582099824, Training Error = 0.283203125
Iteration no. 339, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51752650701335, Training Error = 0.275390625
Iteration no. 340, lr = 0.686, attribute lr =0.02, average batch_loss = 0.49706846022335, Training Error = 0.240234375
Iteration no. 341, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50931686853091, Training Error = 0.255859375
Iteration no. 342, lr = 0.686, attribute lr =0.02, average batch_loss = 0.49493813511787, Training Error = 0.2265625
Iteration no. 343, lr = 0.686, attribute lr =0.02, average batch_loss = 0.4945144738423, Training Error = 0.25390625
Iteration no. 344, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50869993263874, Training Error = 0.248046875
Iteration no. 345, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50964667040623, Training Error = 0.2421875
Iteration no. 346, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50852669665721, Training Error = 0.2421875
Iteration no. 347, lr = 0.686, attribute lr =0.02, average batch_loss = 0.52200676372425, Training Error = 0.263671875
Iteration no. 348, lr = 0.686, attribute lr =0.02, average batch_loss = 0.49252096736691, Training Error = 0.23828125
Iteration no. 349, lr = 0.686, attribute lr =0.02, average batch_loss = 0.53996029030301, Training Error = 0.3046875
Iteration no. 350, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50336901075431, Training Error = 0.24609375
Testing... average test_loss = 0.88490447580685, average test_pred_err = 0.451
Iteration no. 351, lr = 0.686, attribute lr =0.02, average batch_loss = 0.47613433094025, Training Error = 0.220703125
Iteration no. 352, lr = 0.686, attribute lr =0.02, average batch_loss = 0.48949073934655, Training Error = 0.24609375
Iteration no. 353, lr = 0.686, attribute lr =0.02, average batch_loss = 0.4908782702784, Training Error = 0.22265625
Iteration no. 354, lr = 0.686, attribute lr =0.02, average batch_loss = 0.48963379052436, Training Error = 0.234375
Iteration no. 355, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51673912808257, Training Error = 0.26953125
Iteration no. 356, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51021761511728, Training Error = 0.251953125
Iteration no. 357, lr = 0.686, attribute lr =0.02, average batch_loss = 0.52537538143492, Training Error = 0.279296875
Iteration no. 358, lr = 0.686, attribute lr =0.02, average batch_loss = 0.53909616942368, Training Error = 0.287109375
Iteration no. 359, lr = 0.686, attribute lr =0.02, average batch_loss = 0.49922801686271, Training Error = 0.25390625
Iteration no. 360, lr = 0.686, attribute lr =0.02, average batch_loss = 0.5059737940819, Training Error = 0.248046875
Iteration no. 361, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51442278922778, Training Error = 0.25
Iteration no. 362, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50857510345666, Training Error = 0.259765625
Iteration no. 363, lr = 0.686, attribute lr =0.02, average batch_loss = 0.48076877816268, Training Error = 0.22265625
Iteration no. 364, lr = 0.686, attribute lr =0.02, average batch_loss = 0.48292148476381, Training Error = 0.23828125
Iteration no. 365, lr = 0.686, attribute lr =0.02, average batch_loss = 0.5128913346857, Training Error = 0.265625
Iteration no. 366, lr = 0.686, attribute lr =0.02, average batch_loss = 0.52812941165824, Training Error = 0.28125
Iteration no. 367, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51443701596903, Training Error = 0.267578125
Iteration no. 368, lr = 0.686, attribute lr =0.02, average batch_loss = 0.47965271435779, Training Error = 0.248046875
Iteration no. 369, lr = 0.686, attribute lr =0.02, average batch_loss = 0.48402915149786, Training Error = 0.21875
Iteration no. 370, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51420621704712, Training Error = 0.26171875
Iteration no. 371, lr = 0.686, attribute lr =0.02, average batch_loss = 0.48432607821881, Training Error = 0.240234375
Iteration no. 372, lr = 0.686, attribute lr =0.02, average batch_loss = 0.53050299751586, Training Error = 0.27734375
Iteration no. 373, lr = 0.686, attribute lr =0.02, average batch_loss = 0.49929856322541, Training Error = 0.255859375
Iteration no. 374, lr = 0.686, attribute lr =0.02, average batch_loss = 0.52575300426592, Training Error = 0.271484375
Iteration no. 375, lr = 0.686, attribute lr =0.02, average batch_loss = 0.48706523113837, Training Error = 0.2265625
Iteration no. 376, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51519696117094, Training Error = 0.267578125
Iteration no. 377, lr = 0.686, attribute lr =0.02, average batch_loss = 0.53303756242956, Training Error = 0.255859375
Iteration no. 378, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50531248241878, Training Error = 0.240234375
Iteration no. 379, lr = 0.686, attribute lr =0.02, average batch_loss = 0.49211702503054, Training Error = 0.23828125
Iteration no. 380, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51848993884722, Training Error = 0.267578125
Iteration no. 381, lr = 0.686, attribute lr =0.02, average batch_loss = 0.4748020871381, Training Error = 0.220703125
Iteration no. 382, lr = 0.686, attribute lr =0.02, average batch_loss = 0.53223904153027, Training Error = 0.263671875
Iteration no. 383, lr = 0.686, attribute lr =0.02, average batch_loss = 0.45082113756153, Training Error = 0.197265625
Iteration no. 384, lr = 0.686, attribute lr =0.02, average batch_loss = 0.5334564788368, Training Error = 0.279296875
Iteration no. 385, lr = 0.686, attribute lr =0.02, average batch_loss = 0.53037921620817, Training Error = 0.259765625
Iteration no. 386, lr = 0.686, attribute lr =0.02, average batch_loss = 0.52228076454134, Training Error = 0.25390625
Iteration no. 387, lr = 0.686, attribute lr =0.02, average batch_loss = 0.51464676338492, Training Error = 0.279296875
Iteration no. 388, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50287456514806, Training Error = 0.2578125
Iteration no. 389, lr = 0.686, attribute lr =0.02, average batch_loss = 0.47362257667907, Training Error = 0.23046875
Iteration no. 390, lr = 0.686, attribute lr =0.02, average batch_loss = 0.49047980955654, Training Error = 0.248046875
Iteration no. 391, lr = 0.686, attribute lr =0.02, average batch_loss = 0.47416420968108, Training Error = 0.236328125
Iteration no. 392, lr = 0.686, attribute lr =0.02, average batch_loss = 0.50088592568168, Training Error = 0.267578125
Iteration no. 393, lr = 0.686, attribute lr =0.02, average batch_loss = 0.49129638473881, Training Error = 0.2578125
Iteration no. 394, lr = 0.686, attribute lr =0.02, average batch_loss = 0.48600263567388, Training Error = 0.205078125
Iteration no. 395, lr = 0.686, attribute lr =0.02, average batch_loss = 0.48334114743362, Training Error = 0.244140625
Iteration no. 396, lr = 0.686, attribute lr =0.02, average batch_loss = 0.48487255457752, Training Error = 0.23046875
Iteration no. 397, lr = 0.686, attribute lr =0.02, average batch_loss = 0.46203068353741, Training Error = 0.205078125
Iteration no. 398, lr = 0.686, attribute lr =0.02, average batch_loss = 0.49418244018122, Training Error = 0.234375
Iteration no. 399, lr = 0.686, attribute lr =0.02, average batch_loss = 0.45165199137405, Training Error = 0.216796875
Iteration no. 400, lr = 0.686, attribute lr =0.02, average batch_loss = 0.46228741094491, Training Error = 0.228515625
Testing... average test_loss = 0.97166528062812, average test_pred_err = 0.478
Snapshotting C_model... done
Iteration no. 401, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49122159064389, Training Error = 0.24609375
Iteration no. 402, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.50269791840958, Training Error = 0.24609375
Iteration no. 403, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.45695259040519, Training Error = 0.232421875
Iteration no. 404, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.4775139216795, Training Error = 0.23046875
Iteration no. 405, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.51045631424305, Training Error = 0.26171875
Iteration no. 406, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.5143946828459, Training Error = 0.25390625
Iteration no. 407, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49918132581762, Training Error = 0.248046875
Iteration no. 408, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.50981270318467, Training Error = 0.251953125
Iteration no. 409, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.47285112780337, Training Error = 0.23046875
Iteration no. 410, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48856296903536, Training Error = 0.25390625
Iteration no. 411, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.54659064092896, Training Error = 0.29296875
Iteration no. 412, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49370024330052, Training Error = 0.240234375
Iteration no. 413, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.46403756584626, Training Error = 0.224609375
Iteration no. 414, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48359542080001, Training Error = 0.24609375
Iteration no. 415, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.52026715799418, Training Error = 0.26171875
Iteration no. 416, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.52202358077779, Training Error = 0.275390625
Iteration no. 417, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48163739751749, Training Error = 0.21875
Iteration no. 418, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.4990306951368, Training Error = 0.24609375
Iteration no. 419, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.4774213822607, Training Error = 0.216796875
Iteration no. 420, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.52530918709898, Training Error = 0.259765625
Iteration no. 421, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49701279022173, Training Error = 0.259765625
Iteration no. 422, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.51646450320227, Training Error = 0.259765625
Iteration no. 423, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.46172859837714, Training Error = 0.220703125
Iteration no. 424, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49162137739388, Training Error = 0.24609375
Iteration no. 425, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.4767108554565, Training Error = 0.234375
Iteration no. 426, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.490544313295, Training Error = 0.24609375
Iteration no. 427, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49241435206689, Training Error = 0.248046875
Iteration no. 428, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.52639999036846, Training Error = 0.26953125
Iteration no. 429, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.4970194172419, Training Error = 0.22265625
Iteration no. 430, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.47656524443268, Training Error = 0.22265625
Iteration no. 431, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.53812365152485, Training Error = 0.279296875
Iteration no. 432, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.47133452755371, Training Error = 0.2265625
Iteration no. 433, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.47052120607196, Training Error = 0.205078125
Iteration no. 434, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.47279552822415, Training Error = 0.244140625
Iteration no. 435, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.46666834978457, Training Error = 0.224609375
Iteration no. 436, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.46671539987359, Training Error = 0.2265625
Iteration no. 437, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.47957920979513, Training Error = 0.2265625
Iteration no. 438, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48673538668609, Training Error = 0.255859375
Iteration no. 439, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.46575431032894, Training Error = 0.228515625
Iteration no. 440, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.50517791390454, Training Error = 0.26171875
Iteration no. 441, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.46562167475403, Training Error = 0.216796875
Iteration no. 442, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48571941941174, Training Error = 0.23828125
Iteration no. 443, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48903507996448, Training Error = 0.216796875
Iteration no. 444, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.43726132406202, Training Error = 0.193359375
Iteration no. 445, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49072165688758, Training Error = 0.244140625
Iteration no. 446, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.51639781279112, Training Error = 0.28515625
Iteration no. 447, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.50595609018416, Training Error = 0.248046875
Iteration no. 448, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48936951423454, Training Error = 0.248046875
Iteration no. 449, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48780027179893, Training Error = 0.244140625
Iteration no. 450, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.44598555827428, Training Error = 0.19921875
Testing... average test_loss = 0.9497486040578, average test_pred_err = 0.446
Iteration no. 451, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.50475803482001, Training Error = 0.23828125
Iteration no. 452, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.50408119678086, Training Error = 0.267578125
Iteration no. 453, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.50348313792478, Training Error = 0.263671875
Iteration no. 454, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49019878354498, Training Error = 0.234375
Iteration no. 455, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.47609944155103, Training Error = 0.224609375
Iteration no. 456, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48156009124576, Training Error = 0.236328125
Iteration no. 457, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.50148498308983, Training Error = 0.248046875
Iteration no. 458, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.50280953824642, Training Error = 0.25
Iteration no. 459, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48478863531473, Training Error = 0.21484375
Iteration no. 460, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.4913772893679, Training Error = 0.24609375
Iteration no. 461, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.500085341957, Training Error = 0.26171875
Iteration no. 462, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.50182290167692, Training Error = 0.24609375
Iteration no. 463, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.47284692672658, Training Error = 0.224609375
Iteration no. 464, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49009533102945, Training Error = 0.251953125
Iteration no. 465, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49061513132889, Training Error = 0.2421875
Iteration no. 466, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.47456908056253, Training Error = 0.244140625
Iteration no. 467, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.46440330558, Training Error = 0.22265625
Iteration no. 468, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.50926678182555, Training Error = 0.2578125
Iteration no. 469, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.51427335467289, Training Error = 0.267578125
Iteration no. 470, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.5340965953452, Training Error = 0.26171875
Iteration no. 471, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48559194049022, Training Error = 0.23828125
Iteration no. 472, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.51437508645976, Training Error = 0.25
Iteration no. 473, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49221846657256, Training Error = 0.248046875
Iteration no. 474, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.46015438210456, Training Error = 0.220703125
Iteration no. 475, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.51625471341394, Training Error = 0.271484375
Iteration no. 476, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.43074420560307, Training Error = 0.166015625
Iteration no. 477, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.46593642674441, Training Error = 0.22265625
Iteration no. 478, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.44512962496945, Training Error = 0.197265625
Iteration no. 479, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.45924199136513, Training Error = 0.208984375
Iteration no. 480, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48487976499348, Training Error = 0.232421875
Iteration no. 481, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49936983442663, Training Error = 0.2578125
Iteration no. 482, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48121799442796, Training Error = 0.234375
Iteration no. 483, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.4766125656955, Training Error = 0.23828125
Iteration no. 484, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.45558216882478, Training Error = 0.2109375
Iteration no. 485, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.46394391801053, Training Error = 0.208984375
Iteration no. 486, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.46005964428724, Training Error = 0.21484375
Iteration no. 487, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.47574220167032, Training Error = 0.23828125
Iteration no. 488, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48918071848838, Training Error = 0.2265625
Iteration no. 489, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49019200024777, Training Error = 0.25390625
Iteration no. 490, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48782420245537, Training Error = 0.25390625
Iteration no. 491, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48462643671784, Training Error = 0.234375
Iteration no. 492, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49009463513942, Training Error = 0.236328125
Iteration no. 493, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.47623982208148, Training Error = 0.23828125
Iteration no. 494, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.49312983255189, Training Error = 0.248046875
Iteration no. 495, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.48309360262724, Training Error = 0.25390625
Iteration no. 496, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.46976112758744, Training Error = 0.23046875
Iteration no. 497, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.47159812598368, Training Error = 0.240234375
Iteration no. 498, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.4437023754853, Training Error = 0.20703125
Iteration no. 499, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.43463037610756, Training Error = 0.181640625
Iteration no. 500, lr = 0.4802, attribute lr =0.02, average batch_loss = 0.45780544534533, Training Error = 0.212890625
Testing... average test_loss = 0.9638776764576, average test_pred_err = 0.446
Snapshotting C_model... done
Iteration no. 501, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.51660824734227, Training Error = 0.265625
