Loading pretrained model... done
Testing... average test_loss = 7.1997453351198, average test_pred_err = 0.499
Iteration no. 1, lr = 2, attribute lr =0.02, average batch_loss = 8.0206241799606, Training Error = 0.48828125
Iteration no. 510, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.50562471680668, Training Error = 0.259765625
Iteration no. 511, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.54673983484016, Training Error = 0.28515625
Iteration no. 512, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.54959229504619, Training Error = 0.2734375
Iteration no. 513, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.55227490339225, Training Error = 0.275390625
Iteration no. 514, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.52363996027191, Training Error = 0.26953125
Iteration no. 515, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.4826552966347, Training Error = 0.220703125
Iteration no. 516, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.48015362932065, Training Error = 0.23046875
Iteration no. 517, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51459499118939, Training Error = 0.2734375
Iteration no. 518, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.50025559420547, Training Error = 0.248046875
Iteration no. 519, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.50896574496855, Training Error = 0.24609375
Iteration no. 520, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.5201137874227, Training Error = 0.27734375
Iteration no. 521, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51907013149436, Training Error = 0.26171875
Iteration no. 522, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.52192240357169, Training Error = 0.236328125
Iteration no. 523, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.47340654862765, Training Error = 0.2265625
Iteration no. 524, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.50835568952078, Training Error = 0.279296875
Iteration no. 525, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49716502435879, Training Error = 0.228515625
Iteration no. 526, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.54192292186221, Training Error = 0.2578125
Iteration no. 527, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.55964607936938, Training Error = 0.291015625
Iteration no. 528, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.48197430524074, Training Error = 0.224609375
Iteration no. 529, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.54898033516166, Training Error = 0.30859375
Iteration no. 530, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.48577569303186, Training Error = 0.25
Iteration no. 531, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51325001204542, Training Error = 0.251953125
Iteration no. 532, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49653579683787, Training Error = 0.240234375
Iteration no. 533, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51196085437027, Training Error = 0.26171875
Iteration no. 534, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.5090139877064, Training Error = 0.25390625
Iteration no. 535, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51334377530757, Training Error = 0.2578125
Iteration no. 536, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.48537457330672, Training Error = 0.234375
Iteration no. 537, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.53085858503637, Training Error = 0.279296875
Iteration no. 538, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.53101804830601, Training Error = 0.267578125
Iteration no. 539, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.50814850021929, Training Error = 0.2578125
Iteration no. 540, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.53720205607692, Training Error = 0.2734375
Iteration no. 541, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.53863519590501, Training Error = 0.2734375
Iteration no. 542, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.55721560526992, Training Error = 0.3046875
Iteration no. 543, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49519668967079, Training Error = 0.251953125
Iteration no. 544, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.47975885768505, Training Error = 0.228515625
Iteration no. 545, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.50176664826572, Training Error = 0.251953125
Iteration no. 546, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.53606275049859, Training Error = 0.265625
Iteration no. 547, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51701902225413, Training Error = 0.263671875
Iteration no. 548, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49409962890212, Training Error = 0.23046875
Iteration no. 549, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.52561448260321, Training Error = 0.263671875
Iteration no. 550, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.50498398843575, Training Error = 0.255859375
Testing... average test_loss = 0.91188062336522, average test_pred_err = 0.494
Iteration no. 551, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.50516530041429, Training Error = 0.24609375
Iteration no. 552, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.53377337279258, Training Error = 0.24609375
Iteration no. 553, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49539996220692, Training Error = 0.26171875
Iteration no. 554, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.48524011908194, Training Error = 0.2421875
Iteration no. 555, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.52636871839615, Training Error = 0.251953125
Iteration no. 556, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.52759239687861, Training Error = 0.255859375
Iteration no. 557, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.52694440886446, Training Error = 0.2578125
Iteration no. 558, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.5126692469544, Training Error = 0.265625
Iteration no. 559, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.538024303186, Training Error = 0.28125
Iteration no. 560, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.52298819734955, Training Error = 0.291015625
Iteration no. 561, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51467582913471, Training Error = 0.279296875
Iteration no. 562, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51474957250982, Training Error = 0.2578125
Iteration no. 563, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.50768972020581, Training Error = 0.275390625
Iteration no. 564, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49756402936089, Training Error = 0.2578125
Iteration no. 565, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51003893602949, Training Error = 0.265625
Iteration no. 566, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49366821226148, Training Error = 0.23828125
Iteration no. 567, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49429473240241, Training Error = 0.24609375
Iteration no. 568, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51706232853366, Training Error = 0.25
Iteration no. 569, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.52274135115337, Training Error = 0.259765625
Iteration no. 570, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.52507463866244, Training Error = 0.279296875
Iteration no. 571, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49383529528051, Training Error = 0.24609375
Iteration no. 572, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.5307577827464, Training Error = 0.275390625
Iteration no. 573, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49860915182397, Training Error = 0.23828125
Iteration no. 574, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.50852454600488, Training Error = 0.265625
Iteration no. 575, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.53378161782802, Training Error = 0.283203125
Iteration no. 576, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.54858861058044, Training Error = 0.291015625
Iteration no. 577, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49637020633372, Training Error = 0.2265625
Iteration no. 578, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49204860816339, Training Error = 0.22265625
Iteration no. 579, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49567445134129, Training Error = 0.265625
Iteration no. 580, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.53990562516354, Training Error = 0.279296875
Iteration no. 581, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51037291884526, Training Error = 0.267578125
Iteration no. 582, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51452405401466, Training Error = 0.26171875
Iteration no. 583, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51603849713526, Training Error = 0.27734375
Iteration no. 584, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.50225139047586, Training Error = 0.267578125
Iteration no. 585, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.5012310936371, Training Error = 0.248046875
Iteration no. 586, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49278332102008, Training Error = 0.240234375
Iteration no. 587, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49656077785435, Training Error = 0.244140625
Iteration no. 588, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.54392885233889, Training Error = 0.287109375
Iteration no. 589, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.55777064936624, Training Error = 0.287109375
Iteration no. 590, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51423253454941, Training Error = 0.25
Iteration no. 591, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.52497190220638, Training Error = 0.271484375
Iteration no. 592, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49233053739595, Training Error = 0.234375
Iteration no. 593, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.53590493904142, Training Error = 0.28515625
Iteration no. 594, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.50614897256364, Training Error = 0.23046875
Iteration no. 595, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49457057090364, Training Error = 0.24609375
Iteration no. 596, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51803994295124, Training Error = 0.26171875
Iteration no. 597, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.53842220414857, Training Error = 0.283203125
Iteration no. 598, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.51899614196282, Training Error = 0.259765625
Iteration no. 599, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.52175475659663, Training Error = 0.275390625
Iteration no. 600, lr = 0.33614, attribute lr =0.0033614, average batch_loss = 0.49806753222244, Training Error = 0.25
Testing... average test_loss = 0.8602294983306, average test_pred_err = 0.445
Snapshotting C_model... done
Iteration no. 601, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.54369701520627, Training Error = 0.255859375
Iteration no. 602, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49048733263089, Training Error = 0.234375
Iteration no. 603, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49204038277669, Training Error = 0.263671875
Iteration no. 604, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.48912779479461, Training Error = 0.236328125
Iteration no. 605, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.56167484631014, Training Error = 0.306640625
Iteration no. 606, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49461877139241, Training Error = 0.2421875
Iteration no. 607, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50267580699353, Training Error = 0.2734375
Iteration no. 608, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52298044391792, Training Error = 0.275390625
Iteration no. 609, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.51587146906651, Training Error = 0.27734375
Iteration no. 610, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52390107493865, Training Error = 0.271484375
Iteration no. 611, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.54463197437512, Training Error = 0.30078125
Iteration no. 612, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.51421283038823, Training Error = 0.248046875
Iteration no. 613, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.47217378199824, Training Error = 0.224609375
Iteration no. 614, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49173455944996, Training Error = 0.25390625
Iteration no. 615, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.53303715638147, Training Error = 0.263671875
Iteration no. 616, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50863466811677, Training Error = 0.248046875
Iteration no. 617, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.53429534768709, Training Error = 0.287109375
Iteration no. 618, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.51808891921966, Training Error = 0.26171875
Iteration no. 619, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.4918486908994, Training Error = 0.2578125
Iteration no. 620, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49295045567991, Training Error = 0.26171875
Iteration no. 621, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.53022229890852, Training Error = 0.279296875
Iteration no. 622, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.5051735590642, Training Error = 0.275390625
Iteration no. 623, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.48883629401229, Training Error = 0.224609375
Iteration no. 624, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.51618696900227, Training Error = 0.2421875
Iteration no. 625, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.51669252742725, Training Error = 0.271484375
Iteration no. 626, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49902927410229, Training Error = 0.236328125
Iteration no. 627, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52038752886932, Training Error = 0.248046875
Iteration no. 628, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50210994610712, Training Error = 0.2421875
Iteration no. 629, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49301364829196, Training Error = 0.263671875
Iteration no. 630, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50494805996923, Training Error = 0.2421875
Iteration no. 631, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.5200959196507, Training Error = 0.2734375
Iteration no. 632, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52250645517827, Training Error = 0.2734375
Iteration no. 633, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.54536966806834, Training Error = 0.279296875
Iteration no. 634, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52150213007666, Training Error = 0.28125
Iteration no. 635, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49154361122389, Training Error = 0.2421875
Iteration no. 636, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50395809201316, Training Error = 0.240234375
Iteration no. 637, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52220797119367, Training Error = 0.263671875
Iteration no. 638, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52655296542084, Training Error = 0.265625
Iteration no. 639, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52386228429056, Training Error = 0.271484375
Iteration no. 640, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.5181742000286, Training Error = 0.26171875
Iteration no. 641, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50019135356597, Training Error = 0.25390625
Iteration no. 642, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.4607194162887, Training Error = 0.21875
Iteration no. 643, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50462079958904, Training Error = 0.244140625
Iteration no. 644, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.48651195249887, Training Error = 0.24609375
Iteration no. 645, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.53316823651804, Training Error = 0.271484375
Iteration no. 646, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.48720227095187, Training Error = 0.248046875
Iteration no. 647, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.46171829001422, Training Error = 0.232421875
Iteration no. 648, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49678922228908, Training Error = 0.2421875
Iteration no. 649, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49151610927661, Training Error = 0.234375
Iteration no. 650, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.47755463727164, Training Error = 0.224609375
Testing... average test_loss = 0.87665404353958, average test_pred_err = 0.451
Iteration no. 651, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50008196008761, Training Error = 0.259765625
Iteration no. 652, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50798059678891, Training Error = 0.259765625
Iteration no. 653, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.48911095636436, Training Error = 0.25390625
Iteration no. 654, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52261338207637, Training Error = 0.25
Iteration no. 655, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49969431380492, Training Error = 0.24609375
Iteration no. 656, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.51379686064275, Training Error = 0.263671875
Iteration no. 657, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52948271253965, Training Error = 0.2734375
Iteration no. 658, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50109814664221, Training Error = 0.255859375
Iteration no. 659, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.5102099943349, Training Error = 0.26953125
Iteration no. 660, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52219091737375, Training Error = 0.28125
Iteration no. 661, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50891645224873, Training Error = 0.240234375
Iteration no. 662, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.48766316274863, Training Error = 0.23828125
Iteration no. 663, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.51968708987573, Training Error = 0.2734375
Iteration no. 664, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.4962623961868, Training Error = 0.234375
Iteration no. 665, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.51848104178162, Training Error = 0.275390625
Iteration no. 666, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50244999861426, Training Error = 0.248046875
Iteration no. 667, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.53953946660906, Training Error = 0.279296875
Iteration no. 668, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49595507595151, Training Error = 0.25390625
Iteration no. 669, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49664992653611, Training Error = 0.248046875
Iteration no. 670, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.48884925959388, Training Error = 0.2421875
Iteration no. 671, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49562678225061, Training Error = 0.23828125
Iteration no. 672, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.48946112393162, Training Error = 0.234375
Iteration no. 673, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.47925874206438, Training Error = 0.220703125
Iteration no. 674, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50542511908231, Training Error = 0.271484375
Iteration no. 675, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.51871629292976, Training Error = 0.244140625
Iteration no. 676, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.54410717339037, Training Error = 0.28515625
Iteration no. 677, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.51534196281664, Training Error = 0.248046875
Iteration no. 678, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49592227597551, Training Error = 0.2578125
Iteration no. 679, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49984518101052, Training Error = 0.265625
Iteration no. 680, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.48531098516964, Training Error = 0.259765625
Iteration no. 681, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52161594149873, Training Error = 0.271484375
Iteration no. 682, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49382315911419, Training Error = 0.228515625
Iteration no. 683, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.53804162971315, Training Error = 0.27734375
Iteration no. 684, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.54467751359696, Training Error = 0.283203125
Iteration no. 685, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.53146914603968, Training Error = 0.279296875
Iteration no. 686, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49746648103995, Training Error = 0.234375
Iteration no. 687, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50643103851145, Training Error = 0.232421875
Iteration no. 688, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52087368869524, Training Error = 0.26953125
Iteration no. 689, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49962182401108, Training Error = 0.23046875
Iteration no. 690, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.5038799499389, Training Error = 0.255859375
Iteration no. 691, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49890983950168, Training Error = 0.25
Iteration no. 692, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52190715093748, Training Error = 0.244140625
Iteration no. 693, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49473274785316, Training Error = 0.251953125
Iteration no. 694, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.53872676027152, Training Error = 0.291015625
Iteration no. 695, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50423696947559, Training Error = 0.25390625
Iteration no. 696, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.51101198193454, Training Error = 0.24609375
Iteration no. 697, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.47400100421957, Training Error = 0.228515625
Iteration no. 698, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.50516923394828, Training Error = 0.259765625
Iteration no. 699, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.52068695782794, Training Error = 0.26171875
Iteration no. 700, lr = 0.235298, attribute lr =0.00235298, average batch_loss = 0.49643546799862, Training Error = 0.25
Testing... average test_loss = 0.89229713558973, average test_pred_err = 0.448
Snapshotting C_model... done
Iteration no. 701, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50846255584293, Training Error = 0.244140625
Iteration no. 702, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50294187672966, Training Error = 0.267578125
Iteration no. 703, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51338872176419, Training Error = 0.265625
Iteration no. 704, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.47080355370651, Training Error = 0.22265625
Iteration no. 705, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.500966002809, Training Error = 0.2578125
Iteration no. 706, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.52557787040636, Training Error = 0.26171875
Iteration no. 707, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.53026494431335, Training Error = 0.279296875
Iteration no. 708, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.54486731047903, Training Error = 0.2734375
Iteration no. 709, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50008462280234, Training Error = 0.23828125
Iteration no. 710, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50160920225009, Training Error = 0.26171875
Iteration no. 711, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.49755972859106, Training Error = 0.263671875
Iteration no. 712, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.53910276819801, Training Error = 0.26953125
Iteration no. 713, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.48998193845002, Training Error = 0.251953125
Iteration no. 714, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51295148492793, Training Error = 0.26171875
Iteration no. 715, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.49436332033717, Training Error = 0.23046875
Iteration no. 716, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51743608134532, Training Error = 0.26953125
Iteration no. 717, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.4856973154676, Training Error = 0.244140625
Iteration no. 718, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.52101601297372, Training Error = 0.25390625
Iteration no. 719, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50388434319502, Training Error = 0.2421875
Iteration no. 720, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51493051971481, Training Error = 0.24609375
Iteration no. 721, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50304377521324, Training Error = 0.267578125
Iteration no. 722, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.48326369578974, Training Error = 0.23828125
Iteration no. 723, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.48667443836084, Training Error = 0.24609375
Iteration no. 724, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.46613521866913, Training Error = 0.2265625
Iteration no. 725, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.52922253565689, Training Error = 0.279296875
Iteration no. 726, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.46769458175355, Training Error = 0.21875
Iteration no. 727, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.4852258361635, Training Error = 0.23828125
Iteration no. 728, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.48900908228836, Training Error = 0.240234375
Iteration no. 729, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50353440782385, Training Error = 0.255859375
Iteration no. 730, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51201369779776, Training Error = 0.244140625
Iteration no. 731, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50407668361553, Training Error = 0.2578125
Iteration no. 732, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50104411360701, Training Error = 0.259765625
Iteration no. 733, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51653124727202, Training Error = 0.251953125
Iteration no. 734, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.55699239352636, Training Error = 0.296875
Iteration no. 735, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.48868584883156, Training Error = 0.23046875
Iteration no. 736, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.49382012522083, Training Error = 0.236328125
Iteration no. 737, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.52676046938826, Training Error = 0.263671875
Iteration no. 738, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.51110938531225, Training Error = 0.263671875
Iteration no. 739, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.48542285736295, Training Error = 0.255859375
Iteration no. 740, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.49802195192857, Training Error = 0.2421875
Iteration no. 741, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.48384506933145, Training Error = 0.236328125
Iteration no. 742, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.49894543585586, Training Error = 0.236328125
Iteration no. 743, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.50464256336683, Training Error = 0.25390625
Iteration no. 744, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.45206561668873, Training Error = 0.208984375
Iteration no. 745, lr = 0.1647086, attribute lr =0.001647086, average batch_loss = 0.49613262315897, Training Error = 0.25390625
