Creating model... done
Training with snapshotting enabled... 
Testing... 
test_loss = 0.75552588701248, test_pred_err = 0.4921875
iter 1, lr: 2, attr_lr: 0, batch_loss: 0.74227534234524, train_err: 0.484375, grad_norm: 0.084692731499672, mem: 6276.236328125
iter 1503, lr: 0.015625, attr_lr: 0, batch_loss: 0.51773929595947, train_err: 0.2890625, grad_norm: 0.36694610118866, mem: 8125.8173828125
iter 1504, lr: 0.015625, attr_lr: 0, batch_loss: 0.51878191530704, train_err: 0.2265625, grad_norm: 0.46924588084221, mem: 15819.46875
iter 1505, lr: 0.015625, attr_lr: 0, batch_loss: 0.53730618953705, train_err: 0.28125, grad_norm: 0.4712145626545, mem: 14750.568359375
iter 1506, lr: 0.015625, attr_lr: 0, batch_loss: 0.54230624437332, train_err: 0.2734375, grad_norm: 0.44093963503838, mem: 12856.778320312
iter 1507, lr: 0.015625, attr_lr: 0, batch_loss: 0.46292185783386, train_err: 0.2265625, grad_norm: 0.43658876419067, mem: 10967.877929688
iter 1508, lr: 0.015625, attr_lr: 0, batch_loss: 0.52188423275948, train_err: 0.2578125, grad_norm: 0.35518488287926, mem: 9060.3310546875
iter 1509, lr: 0.015625, attr_lr: 0, batch_loss: 0.48424351215363, train_err: 0.2265625, grad_norm: 0.43428573012352, mem: 8129.3486328125
iter 1510, lr: 0.015625, attr_lr: 0, batch_loss: 0.52015656232834, train_err: 0.2890625, grad_norm: 0.46136993169785, mem: 15815.8984375
iter 1511, lr: 0.015625, attr_lr: 0, batch_loss: 0.49646605551243, train_err: 0.265625, grad_norm: 0.4957600235939, mem: 14749.263671875
iter 1512, lr: 0.015625, attr_lr: 0, batch_loss: 0.53029772639275, train_err: 0.3046875, grad_norm: 0.43472418189049, mem: 12855.364257812
iter 1513, lr: 0.015625, attr_lr: 0, batch_loss: 0.46880260109901, train_err: 0.2578125, grad_norm: 0.43112954497337, mem: 10135.9296875
iter 1514, lr: 0.015625, attr_lr: 0, batch_loss: 0.46531255543232, train_err: 0.2734375, grad_norm: 0.3566435277462, mem: 8234.3359375
iter 1515, lr: 0.015625, attr_lr: 0, batch_loss: 0.54930040240288, train_err: 0.3359375, grad_norm: 0.40702682733536, mem: 15817.744140625
iter 1516, lr: 0.015625, attr_lr: 0, batch_loss: 0.48712581396103, train_err: 0.2578125, grad_norm: 0.37451049685478, mem: 14749.6171875
iter 1517, lr: 0.015625, attr_lr: 0, batch_loss: 0.54430285096169, train_err: 0.2890625, grad_norm: 0.43236991763115, mem: 12855.883789062
iter 1518, lr: 0.015625, attr_lr: 0, batch_loss: 0.48959600925446, train_err: 0.28125, grad_norm: 0.41790196299553, mem: 10966.501953125
iter 1519, lr: 0.015625, attr_lr: 0, batch_loss: 0.4675364792347, train_err: 0.1953125, grad_norm: 0.47276562452316, mem: 9062.546875
iter 1520, lr: 0.015625, attr_lr: 0, batch_loss: 0.59206384420395, train_err: 0.296875, grad_norm: 0.5302802324295, mem: 8127.458984375
iter 1521, lr: 0.015625, attr_lr: 0, batch_loss: 0.45218834280968, train_err: 0.203125, grad_norm: 0.42520913481712, mem: 15816.8671875
iter 1522, lr: 0.015625, attr_lr: 0, batch_loss: 0.54969182610512, train_err: 0.28125, grad_norm: 0.47159731388092, mem: 14749.848632812
iter 1523, lr: 0.015625, attr_lr: 0, batch_loss: 0.61536067724228, train_err: 0.3359375, grad_norm: 0.53262639045715, mem: 12856.770507812
iter 1524, lr: 0.015625, attr_lr: 0, batch_loss: 0.51837214827538, train_err: 0.234375, grad_norm: 0.41150200366974, mem: 10963.33203125
iter 1525, lr: 0.015625, attr_lr: 0, batch_loss: 0.54387277364731, train_err: 0.2734375, grad_norm: 0.476796656847, mem: 9061.103515625
iter 1526, lr: 0.015625, attr_lr: 0, batch_loss: 0.50947315990925, train_err: 0.2578125, grad_norm: 0.41641068458557, mem: 8128.8544921875
iter 1527, lr: 0.015625, attr_lr: 0, batch_loss: 0.52595740556717, train_err: 0.25, grad_norm: 0.40443649888039, mem: 15817.809570312
iter 1528, lr: 0.015625, attr_lr: 0, batch_loss: 0.56761154532433, train_err: 0.328125, grad_norm: 0.49987500905991, mem: 14748.428710938
iter 1529, lr: 0.015625, attr_lr: 0, batch_loss: 0.48374566435814, train_err: 0.234375, grad_norm: 0.43310880661011, mem: 10962.98828125
iter 1530, lr: 0.015625, attr_lr: 0, batch_loss: 0.47039610147476, train_err: 0.234375, grad_norm: 0.47875446081161, mem: 9061.1259765625
iter 1531, lr: 0.015625, attr_lr: 0, batch_loss: 0.51959031820297, train_err: 0.2421875, grad_norm: 0.42028906941414, mem: 8124.4443359375
iter 1532, lr: 0.015625, attr_lr: 0, batch_loss: 0.42906567454338, train_err: 0.2109375, grad_norm: 0.37459376454353, mem: 15816.19140625
iter 1533, lr: 0.015625, attr_lr: 0, batch_loss: 0.52541521191597, train_err: 0.328125, grad_norm: 0.58829206228256, mem: 14748.876953125
iter 1534, lr: 0.015625, attr_lr: 0, batch_loss: 0.49369013309479, train_err: 0.265625, grad_norm: 0.37576127052307, mem: 12853.795898438
iter 1535, lr: 0.015625, attr_lr: 0, batch_loss: 0.53310084342957, train_err: 0.3046875, grad_norm: 0.48858273029327, mem: 10963.852539062
iter 1536, lr: 0.015625, attr_lr: 0, batch_loss: 0.51397651433945, train_err: 0.2578125, grad_norm: 0.44898235797882, mem: 9060.107421875
iter 1537, lr: 0.015625, attr_lr: 0, batch_loss: 0.49731312692165, train_err: 0.265625, grad_norm: 0.42138141393661, mem: 8127.90625
iter 1538, lr: 0.015625, attr_lr: 0, batch_loss: 0.49684211611748, train_err: 0.25, grad_norm: 0.39094519615173, mem: 15814.57421875
iter 1539, lr: 0.015625, attr_lr: 0, batch_loss: 0.56017607450485, train_err: 0.296875, grad_norm: 0.46155413985252, mem: 14745.68359375
iter 1540, lr: 0.015625, attr_lr: 0, batch_loss: 0.54708702862263, train_err: 0.296875, grad_norm: 0.46490469574928, mem: 12028.676757812
iter 1541, lr: 0.015625, attr_lr: 0, batch_loss: 0.55594858527184, train_err: 0.25, grad_norm: 0.43989235162735, mem: 10133.962890625
iter 1542, lr: 0.015625, attr_lr: 0, batch_loss: 0.49912071228027, train_err: 0.203125, grad_norm: 0.43546614050865, mem: 8124.8359375
iter 1543, lr: 0.015625, attr_lr: 0, batch_loss: 0.48942437767982, train_err: 0.2421875, grad_norm: 0.45946770906448, mem: 15817.5234375
iter 1544, lr: 0.015625, attr_lr: 0, batch_loss: 0.53378666937351, train_err: 0.265625, grad_norm: 0.4039651453495, mem: 14748.877929688
iter 1545, lr: 0.015625, attr_lr: 0, batch_loss: 0.60264167189598, train_err: 0.3125, grad_norm: 0.46610704064369, mem: 12853.291015625
iter 1546, lr: 0.015625, attr_lr: 0, batch_loss: 0.52344945073128, train_err: 0.28125, grad_norm: 0.430235683918, mem: 10962.548828125
iter 1547, lr: 0.015625, attr_lr: 0, batch_loss: 0.51722651720047, train_err: 0.296875, grad_norm: 0.46276140213013, mem: 8233.4287109375
iter 1548, lr: 0.015625, attr_lr: 0, batch_loss: 0.47641536593437, train_err: 0.2578125, grad_norm: 0.38912758231163, mem: 15817.567382812
iter 1549, lr: 0.015625, attr_lr: 0, batch_loss: 0.5425831079483, train_err: 0.2890625, grad_norm: 0.43150442838669, mem: 14749.045898438
iter 1550, lr: 0.015625, attr_lr: 0, batch_loss: 0.495365858078, train_err: 0.203125, grad_norm: 0.42257830500603, mem: 12853.91015625
Testing... 
test_loss = 0.27889248728752, test_pred_err = 0.0859375
iter 1551, lr: 0.015625, attr_lr: 0, batch_loss: 0.50347647070885, train_err: 0.21875, grad_norm: 0.36855328083038, mem: 16230.940429688
iter 1552, lr: 0.015625, attr_lr: 0, batch_loss: 0.49849386513233, train_err: 0.2421875, grad_norm: 0.51811724901199, mem: 12590.845703125
iter 1553, lr: 0.015625, attr_lr: 0, batch_loss: 0.48404172062874, train_err: 0.2265625, grad_norm: 0.38554140925407, mem: 10959.26953125
iter 1554, lr: 0.015625, attr_lr: 0, batch_loss: 0.53324662148952, train_err: 0.28125, grad_norm: 0.46263366937637, mem: 9057.6884765625
iter 1555, lr: 0.015625, attr_lr: 0, batch_loss: 0.45423473417759, train_err: 0.2265625, grad_norm: 0.36895671486855, mem: 8124.1396484375
iter 1556, lr: 0.015625, attr_lr: 0, batch_loss: 0.5303093791008, train_err: 0.2890625, grad_norm: 0.40693613886833, mem: 14745.920898438
iter 1557, lr: 0.015625, attr_lr: 0, batch_loss: 0.45759198069572, train_err: 0.2421875, grad_norm: 0.43725463747978, mem: 12853.0859375
iter 1558, lr: 0.015625, attr_lr: 0, batch_loss: 0.50228725373745, train_err: 0.25, grad_norm: 0.3632900416851, mem: 10962.888671875
iter 1559, lr: 0.015625, attr_lr: 0, batch_loss: 0.54452463984489, train_err: 0.3046875, grad_norm: 0.41253012418747, mem: 9061.03125
iter 1560, lr: 0.015625, attr_lr: 0, batch_loss: 0.43647429347038, train_err: 0.234375, grad_norm: 0.3755718767643, mem: 15815.256835938
iter 1561, lr: 0.015625, attr_lr: 0, batch_loss: 0.48690217733383, train_err: 0.234375, grad_norm: 0.35786533355713, mem: 14747.995117188
iter 1562, lr: 0.015625, attr_lr: 0, batch_loss: 0.48484146595001, train_err: 0.3046875, grad_norm: 0.36934506893158, mem: 12852.9140625
iter 1563, lr: 0.015625, attr_lr: 0, batch_loss: 0.47954562306404, train_err: 0.2734375, grad_norm: 0.51703077554703, mem: 10960.57421875
iter 1564, lr: 0.015625, attr_lr: 0, batch_loss: 0.52869695425034, train_err: 0.328125, grad_norm: 0.4002583026886, mem: 8227.6259765625
iter 1565, lr: 0.015625, attr_lr: 0, batch_loss: 0.5198432803154, train_err: 0.265625, grad_norm: 0.49221211671829, mem: 14747.252929688
iter 1566, lr: 0.015625, attr_lr: 0, batch_loss: 0.5839110314846, train_err: 0.3046875, grad_norm: 0.4882153570652, mem: 12853.3203125
iter 1567, lr: 0.015625, attr_lr: 0, batch_loss: 0.55767774581909, train_err: 0.265625, grad_norm: 0.39573019742966, mem: 10962.208984375
iter 1568, lr: 0.015625, attr_lr: 0, batch_loss: 0.50921432673931, train_err: 0.296875, grad_norm: 0.40518179535866, mem: 9059.02734375
iter 1569, lr: 0.015625, attr_lr: 0, batch_loss: 0.5087177157402, train_err: 0.2421875, grad_norm: 0.42775073647499, mem: 8125.55078125
iter 1570, lr: 0.015625, attr_lr: 0, batch_loss: 0.52718579769135, train_err: 0.3046875, grad_norm: 0.45732456445694, mem: 15813.180664062
iter 1571, lr: 0.015625, attr_lr: 0, batch_loss: 0.46986447274685, train_err: 0.21875, grad_norm: 0.41614657640457, mem: 14746.633789062
iter 1572, lr: 0.015625, attr_lr: 0, batch_loss: 0.48203295469284, train_err: 0.21875, grad_norm: 0.3787268102169, mem: 12851.61328125
iter 1573, lr: 0.015625, attr_lr: 0, batch_loss: 0.51532447338104, train_err: 0.2734375, grad_norm: 0.44132938981056, mem: 10960.360351562
iter 1574, lr: 0.015625, attr_lr: 0, batch_loss: 0.52699422836304, train_err: 0.2421875, grad_norm: 0.50574636459351, mem: 9060.373046875
iter 1575, lr: 0.015625, attr_lr: 0, batch_loss: 0.46571350097656, train_err: 0.21875, grad_norm: 0.41261693835258, mem: 8121.56640625
iter 1576, lr: 0.015625, attr_lr: 0, batch_loss: 0.48568221926689, train_err: 0.2578125, grad_norm: 0.36201855540276, mem: 15813.366210938
iter 1577, lr: 0.015625, attr_lr: 0, batch_loss: 0.50796358287334, train_err: 0.25, grad_norm: 0.43870306015015, mem: 13918.96875
iter 1578, lr: 0.015625, attr_lr: 0, batch_loss: 0.62232732772827, train_err: 0.3671875, grad_norm: 0.57587677240372, mem: 10957.9140625
iter 1579, lr: 0.015625, attr_lr: 0, batch_loss: 0.46363605558872, train_err: 0.1953125, grad_norm: 0.37073048949242, mem: 9055.916015625
iter 1580, lr: 0.015625, attr_lr: 0, batch_loss: 0.51537398993969, train_err: 0.25, grad_norm: 0.46271270513535, mem: 8122.51953125
iter 1581, lr: 0.015625, attr_lr: 0, batch_loss: 0.48413632810116, train_err: 0.21875, grad_norm: 0.45389088988304, mem: 15814.310546875
iter 1582, lr: 0.015625, attr_lr: 0, batch_loss: 0.51913815736771, train_err: 0.296875, grad_norm: 0.45479744672775, mem: 14744.719726562
iter 1583, lr: 0.015625, attr_lr: 0, batch_loss: 0.44392155110836, train_err: 0.21875, grad_norm: 0.47341069579124, mem: 12851.74609375
iter 1584, lr: 0.015625, attr_lr: 0, batch_loss: 0.41954366862774, train_err: 0.2109375, grad_norm: 0.42701816558838, mem: 10957.6171875
iter 1585, lr: 0.015625, attr_lr: 0, batch_loss: 0.49327090382576, train_err: 0.234375, grad_norm: 0.43355497717857, mem: 9057.12890625
iter 1586, lr: 0.015625, attr_lr: 0, batch_loss: 0.64716154336929, train_err: 0.390625, grad_norm: 0.53631865978241, mem: 8120.0849609375
iter 1587, lr: 0.015625, attr_lr: 0, batch_loss: 0.49116492271423, train_err: 0.21875, grad_norm: 0.39111825823784, mem: 15816.451171875
iter 1588, lr: 0.015625, attr_lr: 0, batch_loss: 0.51068750023842, train_err: 0.265625, grad_norm: 0.43727481365204, mem: 14745.575195312
iter 1589, lr: 0.015625, attr_lr: 0, batch_loss: 0.52751049399376, train_err: 0.265625, grad_norm: 0.48837542533875, mem: 12853.065429688
iter 1590, lr: 0.015625, attr_lr: 0, batch_loss: 0.539211332798, train_err: 0.28125, grad_norm: 0.43094578385353, mem: 10960.549804688
iter 1591, lr: 0.015625, attr_lr: 0, batch_loss: 0.47806505858898, train_err: 0.21875, grad_norm: 0.41095653176308, mem: 8226.162109375
iter 1592, lr: 0.015625, attr_lr: 0, batch_loss: 0.47520411014557, train_err: 0.2265625, grad_norm: 0.45072889328003, mem: 15814.4296875
iter 1593, lr: 0.015625, attr_lr: 0, batch_loss: 0.51014846563339, train_err: 0.2421875, grad_norm: 0.50316321849823, mem: 14746.61328125
iter 1594, lr: 0.015625, attr_lr: 0, batch_loss: 0.55724376440048, train_err: 0.3046875, grad_norm: 0.41164320707321, mem: 13056.842773438
iter 1595, lr: 0.015625, attr_lr: 0, batch_loss: 0.50425992906094, train_err: 0.2578125, grad_norm: 0.50389617681503, mem: 11162.983398438
iter 1596, lr: 0.015625, attr_lr: 0, batch_loss: 0.47494870424271, train_err: 0.21875, grad_norm: 0.40340611338615, mem: 9260.5908203125
iter 1597, lr: 0.015625, attr_lr: 0, batch_loss: 0.52200835943222, train_err: 0.265625, grad_norm: 0.49921733140945, mem: 8303.720703125
iter 1598, lr: 0.015625, attr_lr: 0, batch_loss: 0.58389842510223, train_err: 0.3203125, grad_norm: 0.44693160057068, mem: 16020.65625
iter 1599, lr: 0.015625, attr_lr: 0, batch_loss: 0.54446488618851, train_err: 0.3203125, grad_norm: 0.45972761511803, mem: 14948.55078125
iter 1600, lr: 0.015625, attr_lr: 0, batch_loss: 0.53189241886139, train_err: 0.2890625, grad_norm: 0.43718832731247, mem: 12230.096679688
Testing... 
test_loss = 0.31310847401619, test_pred_err = 0.09375
Snapshotting C_model... done
iter 1601, lr: 0.0078125, attr_lr: 0, batch_loss: 0.58988970518112, train_err: 0.34375, grad_norm: 0.46566411852837, mem: 15762.376953125
iter 1602, lr: 0.0078125, attr_lr: 0, batch_loss: 0.55827090144157, train_err: 0.2734375, grad_norm: 0.48664420843124, mem: 10897.600585938
iter 1603, lr: 0.0078125, attr_lr: 0, batch_loss: 0.51259571313858, train_err: 0.2890625, grad_norm: 0.46015241742134, mem: 9134.505859375
iter 1604, lr: 0.0078125, attr_lr: 0, batch_loss: 0.4921206086874, train_err: 0.265625, grad_norm: 0.41471356153488, mem: 10052.8515625
iter 1605, lr: 0.0078125, attr_lr: 0, batch_loss: 0.53800691664219, train_err: 0.3203125, grad_norm: 0.43075206875801, mem: 14823.92578125
iter 1606, lr: 0.0078125, attr_lr: 0, batch_loss: 0.55327516794205, train_err: 0.328125, grad_norm: 0.52706718444824, mem: 12931.134765625
iter 1607, lr: 0.0078125, attr_lr: 0, batch_loss: 0.46900065243244, train_err: 0.203125, grad_norm: 0.44056698679924, mem: 11035.268554688
iter 1608, lr: 0.0078125, attr_lr: 0, batch_loss: 0.50099423527718, train_err: 0.265625, grad_norm: 0.45303484797478, mem: 9136.623046875
iter 1609, lr: 0.0078125, attr_lr: 0, batch_loss: 0.58396622538567, train_err: 0.28125, grad_norm: 0.54506516456604, mem: 10169.143554688
iter 1610, lr: 0.0078125, attr_lr: 0, batch_loss: 0.48284131288528, train_err: 0.234375, grad_norm: 0.4063059091568, mem: 15895.4609375
iter 1611, lr: 0.0078125, attr_lr: 0, batch_loss: 0.53919219970703, train_err: 0.2421875, grad_norm: 0.45636022090912, mem: 14824.08984375
iter 1612, lr: 0.0078125, attr_lr: 0, batch_loss: 0.47851604223251, train_err: 0.2265625, grad_norm: 0.39496931433678, mem: 12931.447265625
iter 1613, lr: 0.0078125, attr_lr: 0, batch_loss: 0.48248571157455, train_err: 0.265625, grad_norm: 0.37435454130173, mem: 11035.401367188
iter 1614, lr: 0.0078125, attr_lr: 0, batch_loss: 0.48676741123199, train_err: 0.203125, grad_norm: 0.43400940299034, mem: 9135.677734375
iter 1615, lr: 0.0078125, attr_lr: 0, batch_loss: 0.44695499539375, train_err: 0.2109375, grad_norm: 0.41110196709633, mem: 10052.7265625
iter 1616, lr: 0.0078125, attr_lr: 0, batch_loss: 0.44892334938049, train_err: 0.265625, grad_norm: 0.33735740184784, mem: 14824.20703125
iter 1617, lr: 0.0078125, attr_lr: 0, batch_loss: 0.42774415016174, train_err: 0.2109375, grad_norm: 0.40980246663094, mem: 12930.841796875
iter 1618, lr: 0.0078125, attr_lr: 0, batch_loss: 0.55440005660057, train_err: 0.28125, grad_norm: 0.48629280924797, mem: 10854.729492188
iter 1619, lr: 0.0078125, attr_lr: 0, batch_loss: 0.50819808244705, train_err: 0.2734375, grad_norm: 0.45735931396484, mem: 8931.669921875
iter 1620, lr: 0.0078125, attr_lr: 0, batch_loss: 0.5359992980957, train_err: 0.3125, grad_norm: 0.42656368017197, mem: 14615.232421875
iter 1621, lr: 0.0078125, attr_lr: 0, batch_loss: 0.4818380177021, train_err: 0.2265625, grad_norm: 0.41411936283112, mem: 12723.313476562
iter 1622, lr: 0.0078125, attr_lr: 0, batch_loss: 0.49667270481586, train_err: 0.2421875, grad_norm: 0.44898843765259, mem: 10828.698242188
iter 1623, lr: 0.0078125, attr_lr: 0, batch_loss: 0.45052766799927, train_err: 0.203125, grad_norm: 0.39365565776825, mem: 10871.0078125
iter 1624, lr: 0.0078125, attr_lr: 0, batch_loss: 0.49644702672958, train_err: 0.2109375, grad_norm: 0.38390827178955, mem: 15684.42578125
iter 1625, lr: 0.0078125, attr_lr: 0, batch_loss: 0.4818480014801, train_err: 0.25, grad_norm: 0.37116095423698, mem: 13791.145507812
iter 1626, lr: 0.0078125, attr_lr: 0, batch_loss: 0.51428240537643, train_err: 0.2421875, grad_norm: 0.41166412830353, mem: 11895.625976562
iter 1627, lr: 0.0078125, attr_lr: 0, batch_loss: 0.49785995483398, train_err: 0.2734375, grad_norm: 0.2867731153965, mem: 11101.448242188
iter 1628, lr: 0.0078125, attr_lr: 0, batch_loss: 0.52837842702866, train_err: 0.28125, grad_norm: 0.42984169721603, mem: 15686.251953125
iter 1629, lr: 0.0078125, attr_lr: 0, batch_loss: 0.49275532364845, train_err: 0.2421875, grad_norm: 0.37919014692307, mem: 14617.166015625
iter 1630, lr: 0.0078125, attr_lr: 0, batch_loss: 0.48497724533081, train_err: 0.234375, grad_norm: 0.41403993964195, mem: 11903.991210938
iter 1631, lr: 0.0078125, attr_lr: 0, batch_loss: 0.49300581216812, train_err: 0.2734375, grad_norm: 0.45609667897224, mem: 10001.58203125
iter 1632, lr: 0.0078125, attr_lr: 0, batch_loss: 0.44396442174911, train_err: 0.21875, grad_norm: 0.38332629203796, mem: 11164.432617188
iter 1633, lr: 0.0078125, attr_lr: 0, batch_loss: 0.53912988305092, train_err: 0.3125, grad_norm: 0.47430440783501, mem: 15685.296875
iter 1634, lr: 0.0078125, attr_lr: 0, batch_loss: 0.58907546103001, train_err: 0.328125, grad_norm: 0.44837164878845, mem: 14611.572265625
iter 1635, lr: 0.0078125, attr_lr: 0, batch_loss: 0.47684547305107, train_err: 0.234375, grad_norm: 0.41898563504219, mem: 12722.171875
iter 1636, lr: 0.0078125, attr_lr: 0, batch_loss: 0.56167808175087, train_err: 0.2890625, grad_norm: 0.51380878686905, mem: 10827.875
iter 1637, lr: 0.0078125, attr_lr: 0, batch_loss: 0.48098486661911, train_err: 0.1875, grad_norm: 0.46598839759827, mem: 8932.251953125
iter 1638, lr: 0.0078125, attr_lr: 0, batch_loss: 0.54723674058914, train_err: 0.2578125, grad_norm: 0.4929376244545, mem: 16507.767578125
iter 1639, lr: 0.0078125, attr_lr: 0, batch_loss: 0.62151530385017, train_err: 0.359375, grad_norm: 0.49591359496117, mem: 15683.302734375
iter 1640, lr: 0.0078125, attr_lr: 0, batch_loss: 0.52301971614361, train_err: 0.2890625, grad_norm: 0.54672372341156, mem: 14613.44921875
iter 1641, lr: 0.0078125, attr_lr: 0, batch_loss: 0.52990937232971, train_err: 0.28125, grad_norm: 0.43610236048698, mem: 12721.499023438
iter 1642, lr: 0.0078125, attr_lr: 0, batch_loss: 0.45323801040649, train_err: 0.203125, grad_norm: 0.45830410718918, mem: 10000.689453125
iter 1643, lr: 0.0078125, attr_lr: 0, batch_loss: 0.57365572452545, train_err: 0.3046875, grad_norm: 0.41790169477463, mem: 11162.735351562
iter 1644, lr: 0.0078125, attr_lr: 0, batch_loss: 0.43837980926037, train_err: 0.21875, grad_norm: 0.33514872193336, mem: 14613.504882812
iter 1645, lr: 0.0078125, attr_lr: 0, batch_loss: 0.49521267414093, train_err: 0.2734375, grad_norm: 0.40483757853508, mem: 12721.13671875
iter 1646, lr: 0.0078125, attr_lr: 0, batch_loss: 0.4863673299551, train_err: 0.25, grad_norm: 0.42382279038429, mem: 10829.41015625
iter 1647, lr: 0.0078125, attr_lr: 0, batch_loss: 0.52215230464935, train_err: 0.2734375, grad_norm: 0.4607492685318, mem: 8928.7958984375
iter 1648, lr: 0.0078125, attr_lr: 0, batch_loss: 0.51913782954216, train_err: 0.2734375, grad_norm: 0.38118240237236, mem: 15686.298828125
iter 1649, lr: 0.0078125, attr_lr: 0, batch_loss: 0.47357261180878, train_err: 0.2421875, grad_norm: 0.38380441069603, mem: 13787.536132812
iter 1650, lr: 0.0078125, attr_lr: 0, batch_loss: 0.43852643668652, train_err: 0.2109375, grad_norm: 0.45839247107506, mem: 11894.866210938
Testing... 
test_loss = 0.30381256341934, test_pred_err = 0.1015625
iter 1651, lr: 0.0078125, attr_lr: 0, batch_loss: 0.5376461148262, train_err: 0.28125, grad_norm: 0.4663633108139, mem: 15227.706054688
iter 1652, lr: 0.0078125, attr_lr: 0, batch_loss: 0.49815645813942, train_err: 0.25, grad_norm: 0.53414273262024, mem: 10604.19921875
iter 1653, lr: 0.0078125, attr_lr: 0, batch_loss: 0.53935995697975, train_err: 0.3125, grad_norm: 0.38594222068787, mem: 11161.538085938
iter 1654, lr: 0.0078125, attr_lr: 0, batch_loss: 0.50669142603874, train_err: 0.265625, grad_norm: 0.55595237016678, mem: 15682.6328125
iter 1655, lr: 0.0078125, attr_lr: 0, batch_loss: 0.59430387616158, train_err: 0.3359375, grad_norm: 0.49701353907585, mem: 14614.16796875
iter 1656, lr: 0.0078125, attr_lr: 0, batch_loss: 0.51442593336105, train_err: 0.2890625, grad_norm: 0.42874649167061, mem: 12720.641601562
iter 1657, lr: 0.0078125, attr_lr: 0, batch_loss: 0.52986252307892, train_err: 0.2734375, grad_norm: 0.4552101790905, mem: 10831.340820312
iter 1658, lr: 0.0078125, attr_lr: 0, batch_loss: 0.51251178979874, train_err: 0.2734375, grad_norm: 0.47061985731125, mem: 8930.724609375
iter 1659, lr: 0.0078125, attr_lr: 0, batch_loss: 0.55987669527531, train_err: 0.265625, grad_norm: 0.43277823925018, mem: 16502.265625
iter 1660, lr: 0.0078125, attr_lr: 0, batch_loss: 0.54691857099533, train_err: 0.265625, grad_norm: 0.45191568136215, mem: 15682.990234375
iter 1661, lr: 0.0078125, attr_lr: 0, batch_loss: 0.38723757863045, train_err: 0.1640625, grad_norm: 0.38467964529991, mem: 13788.932617188
iter 1662, lr: 0.0078125, attr_lr: 0, batch_loss: 0.50476029515266, train_err: 0.25, grad_norm: 0.47464767098427, mem: 11892.055664062
iter 1663, lr: 0.0078125, attr_lr: 0, batch_loss: 0.50222516059875, train_err: 0.25, grad_norm: 0.43249863386154, mem: 8928.6064453125
iter 1664, lr: 0.0078125, attr_lr: 0, batch_loss: 0.57621699571609, train_err: 0.2890625, grad_norm: 0.4526971578598, mem: 16505.131835938
iter 1665, lr: 0.0078125, attr_lr: 0, batch_loss: 0.43799777328968, train_err: 0.2265625, grad_norm: 0.49563220143318, mem: 15682.881835938
iter 1666, lr: 0.0078125, attr_lr: 0, batch_loss: 0.54544641077518, train_err: 0.3125, grad_norm: 0.55091339349747, mem: 14615.276367188
iter 1667, lr: 0.0078125, attr_lr: 0, batch_loss: 0.50439022481441, train_err: 0.28125, grad_norm: 0.43777939677238, mem: 12720.8671875
iter 1668, lr: 0.0078125, attr_lr: 0, batch_loss: 0.46473270654678, train_err: 0.2265625, grad_norm: 0.48009815812111, mem: 10825.7421875
iter 1669, lr: 0.0078125, attr_lr: 0, batch_loss: 0.43911395967007, train_err: 0.1953125, grad_norm: 0.40379530191422, mem: 11103.0625
iter 1670, lr: 0.0078125, attr_lr: 0, batch_loss: 0.48544454574585, train_err: 0.2109375, grad_norm: 0.51344758272171, mem: 15680.850585938
iter 1671, lr: 0.0078125, attr_lr: 0, batch_loss: 0.45620839297771, train_err: 0.234375, grad_norm: 0.41292372345924, mem: 14612.50390625
iter 1672, lr: 0.0078125, attr_lr: 0, batch_loss: 0.49872434139252, train_err: 0.2421875, grad_norm: 0.46603846549988, mem: 12720.94921875
iter 1673, lr: 0.0078125, attr_lr: 0, batch_loss: 0.46486422419548, train_err: 0.2421875, grad_norm: 0.35276925563812, mem: 10827.044921875
iter 1674, lr: 0.0078125, attr_lr: 0, batch_loss: 0.45380756258965, train_err: 0.234375, grad_norm: 0.34024646878242, mem: 8930.6533203125
iter 1675, lr: 0.0078125, attr_lr: 0, batch_loss: 0.52772414684296, train_err: 0.2734375, grad_norm: 0.42336115241051, mem: 16502.313476562
iter 1676, lr: 0.0078125, attr_lr: 0, batch_loss: 0.44871713221073, train_err: 0.2578125, grad_norm: 0.35999926924706, mem: 15682.965820312
iter 1677, lr: 0.0078125, attr_lr: 0, batch_loss: 0.53624421358109, train_err: 0.265625, grad_norm: 0.47709143161774, mem: 14611.993164062
iter 1678, lr: 0.0078125, attr_lr: 0, batch_loss: 0.51812252402306, train_err: 0.25, grad_norm: 0.51606100797653, mem: 12720.896484375
iter 1679, lr: 0.0078125, attr_lr: 0, batch_loss: 0.51907919347286, train_err: 0.2890625, grad_norm: 0.45309475064278, mem: 10824.30859375
iter 1680, lr: 0.0078125, attr_lr: 0, batch_loss: 0.51708590984344, train_err: 0.2578125, grad_norm: 0.39225950837135, mem: 8926.1025390625
iter 1681, lr: 0.0078125, attr_lr: 0, batch_loss: 0.53411915898323, train_err: 0.2578125, grad_norm: 0.50357359647751, mem: 14612.374023438
iter 1682, lr: 0.0078125, attr_lr: 0, batch_loss: 0.54678286612034, train_err: 0.296875, grad_norm: 0.47439467906952, mem: 12719.600585938
iter 1683, lr: 0.0078125, attr_lr: 0, batch_loss: 0.50411252677441, train_err: 0.2734375, grad_norm: 0.37782484292984, mem: 10826.286132812
